"Cartesian Velocity:0","Cartesian Velocity:1","Cartesian Velocity:2","Spherical Velocity:0","Spherical Velocity:1","Spherical Velocity:2","Pressure","PointID","RegionId","GSV:0","GSV:1","GSV:2","GSV:3","GSV:4","GSV:5","GSV:6","GSV:7","GSV:8","magGSV","magGSV_Order","DescendingManifold","AscendingManifold","MorseSmaleManifold","Points:0","Points:1","Points:2"
2907.4,212.48,2309.8,415.78,-3525.5,-1109.6,6.0802e+05,508821,1,10313,-68076,20818,-31883,1.5599e+05,-52827,5687.9,-56182,15427,1.9168e+05,364587,126,1184,908,-1.1641,0.38257,1.8258
3220.8,-723.12,2504.8,273.51,-4121.6,-328.11,6.0758e+05,508823,1,6008.7,-70266,18605,-15087,1.6388e+05,-44021,3959.8,-58359,14830,1.9489e+05,364737,126,1184,908,-1.1528,0.38257,1.833
3555.6,-1562.6,2761.5,121.61,-4744.8,426.04,6.0632e+05,510345,1,7514.4,-39974,13033,-21209,1.0616e+05,-35425,4120.8,-26733,8138,1.2489e+05,360098,126,1184,908,-1.1765,0.36928,1.8206
3405.1,-1361.2,2602.6,173.16,-4488.6,208.63,6.0738e+05,508825,1,2857.3,-63495,15121,-15020,1.676e+05,-44569,-284.92,-48043,9936.6,1.9229e+05,364618,126,1184,908,-1.1416,0.38257,1.84
3497.2,-1686.7,2637.5,124.37,-4667.9,476.39,6.0751e+05,508827,1,-1648.6,-61216,11821,5017.7,1.6942e+05,-32454,-2694.8,-45477,7892.2,1.8923e+05,364459,126,1184,908,-1.1303,0.38257,1.847
3537.7,-1816.1,2638.9,108.75,-4736.7,573.86,6.077e+05,508829,1,-3610.3,-53307,8941.3,9909.3,1.5454e+05,-26278,-4115.2,-38648,5587,1.7073e+05,363472,126,1185,909,-1.1189,0.38257,1.8539
3549.5,-1863.8,2622,106.65,-4751.1,602.74,6.079e+05,508831,1,-6163.2,-64709,9821.2,16099,1.9307e+05,-30669,-5878.9,-47081,6322.2,2.1234e+05,365392,126,1185,909,-1.1075,0.38257,1.8607
3541.9,-1880.2,2593.3,109.8,-4735.4,607.99,6.0811e+05,508833,1,-7416.5,-68053,9788.9,17910,2.023e+05,-31522,-6702.7,-49187,6293.3,2.2254e+05,365739,126,1185,909,-1.0961,0.38257,1.8675
3521.5,-1883.1,2557.3,115.04,-4701.9,604.48,6.0828e+05,508835,1,-6102.2,-52007,7194.5,13094,1.536e+05,-24104,-5694.1,-36849,4309.9,1.6896e+05,363371,126,1186,910,-1.0846,0.38257,1.8741
3491.7,-1882.2,2516.2,120.77,-4657.4,600.39,6.0844e+05,508837,1,-8320.3,-67672,9204.6,17199,1.9754e+05,-30913,-7080.1,-48247,5911.7,2.1724e+05,365561,126,1186,910,-1.0731,0.38257,1.8808
3457.1,-1879.7,2472.7,126.4,-4607.4,596.22,6.0861e+05,508839,1,-6936,-54457,7245.5,13402,1.5694e+05,-24586,-6123.6,-37978,4335.1,1.7315e+05,363605,126,1186,910,-1.0615,0.38257,1.8873
3418.1,-1876.4,2426.9,131.62,-4552.5,592.77,6.0875e+05,508841,1,-9095.7,-70486,9384.2,17179,1.9916e+05,-31239,-7418.1,-49387,6000.6,2.2047e+05,365685,126,1186,910,-1.0499,0.38257,1.8938
3374,-1860.3,2378.8,138.82,-4488.7,579,6.0886e+05,508843,1,-7973.9,-60275,7901.5,14058,1.6657e+05,-26179,-6565.5,-41244,4807.9,1.8481e+05,364225,126,1186,910,-1.0383,0.38257,1.9002
3327.4,-1848.6,2330.6,145.64,-4424.3,570.3,6.0898e+05,508845,1,-9969.9,-76324,10154,18010,2.07e+05,-32382,-7785.8,-52499,6490.6,2.3046e+05,365939,126,1187,911,-1.0266,0.38257,1.9065
3276.4,-1840.2,2280.3,151.23,-4356.3,566.2,6.0914e+05,508847,1,-7638,-54857,6989.4,12043,1.4786e+05,-23365,-6233.2,-36480,4044.1,1.6449e+05,363103,126,1187,911,-1.0149,0.38257,1.9128
3220.2,-1833.8,2227.2,155.58,-4283.5,565.92,6.0929e+05,508849,1,-10655,-78755,10328,17289,2.0794e+05,-32946,-7991.2,-53319,6592,2.3237e+05,365992,126,1188,912,-1.0031,0.38257,1.919
3160.5,-1830.3,2174.1,160.1,-4209,569.63,6.0942e+05,508851,1,-9045.7,-65732,8514.6,13358,1.7043e+05,-27285,-6830.7,-43243,5157.2,1.9076e+05,364540,126,1188,912,-0.99133,0.38257,1.9251
3103.4,-1832.4,2123.9,164.08,-4140,577.73,6.0958e+05,508853,1,-10431,-79273,10601,16000,2.0197e+05,-32372,-7527.3,-52130,6641.2,2.2676e+05,365851,126,1189,913,-0.9795,0.38257,1.9312
3045.3,-1823.9,2073.9,169.57,-4067,576.49,6.0973e+05,508855,1,-9936.9,-74345,9868.1,15378,1.8704e+05,-29630,-7206.2,-48079,6000.6,2.1029e+05,365317,126,1190,914,-0.96763,0.38257,1.9371
2984.4,-1818.6,2023.9,174.82,-3993,579.32,6.0988e+05,508857,1,-9986.2,-75146,10027,14427,1.8749e+05,-30190,-7103.3,-48214,6099.3,2.1103e+05,365355,126,1190,914,-0.95573,0.38257,1.943
2923.9,-1823.4,1973.5,176.86,-3922.7,591.45,6.1006e+05,508859,1,-10098,-76580,10290,14313,1.8812e+05,-30362,-7035.5,-48350,6186.3,2.1217e+05,365385,126,1190,914,-0.94379,0.38257,1.9489
2858.4,-1809.4,1921.7,182.12,-3841.6,588.16,6.1022e+05,508861,1,-9496.5,-69627,9192.7,13204,1.6856e+05,-26918,-6669.9,-42829,5271.1,1.9037e+05,364521,126,1191,915,-0.93181,0.38257,1.9546
2794.2,-1804.4,1870.9,185.18,-3765.3,592.98,6.1038e+05,508863,1,-11092,-86509,11873,16092,2.0895e+05,-33712,-7431.8,-54111,7203.4,2.363e+05,366072,126,1191,915,-0.9198,0.38257,1.9603
2727.3,-1798.7,1821.8,189.99,-3687.6,598.31,6.1055e+05,508865,1,-10700,-84731,11727,15324,2.0309e+05,-32887,-7015.7,-52208,7039.3,2.2982e+05,365919,126,1191,915,-0.90776,0.38257,1.9659
2664,-1785.5,1775.1,195.74,-3611.5,595.56,6.1071e+05,508867,1,-9624.9,-73943,10079,12758,1.7612e+05,-28622,-6304.7,-44227,5790.1,1.9922e+05,364909,126,1191,915,-0.89568,0.38257,1.9714
2598.1,-1783.5,1728,199.32,-3537.2,604.33,6.109e+05,508869,1,-10478,-80187,10973,14260,1.9087e+05,-30898,-6738.4,-48012,6372.5,2.1597e+05,365517,126,1192,916,-0.88356,0.38257,1.9769
2528.8,-1774.6,1680.7,204.29,-3457.9,608.32,6.1108e+05,508871,1,-10264,-80425,11139,13502,1.9143e+05,-31337,-6563.5,-47830,6433.7,2.1651e+05,365536,126,1192,916,-0.87142,0.38257,1.9823
2461.5,-1786.2,1631.9,202.5,-3387.3,630.53,6.1129e+05,508873,1,-10372,-80820,11204,13390,1.9233e+05,-31560,-6429.9,-47348,6421.9,2.1738e+05,365570,126,1192,916,-0.85924,0.38257,1.9876
2378.8,-1776.1,1579.4,206.06,-3294.9,639.44,6.1153e+05,508875,1,-10599,-81053,11183,13587,1.9307e+05,-31612,-6600.7,-46735,6252.3,2.1802e+05,365596,126,1192,916,-0.84702,0.38257,1.9928
2297.7,-1776.4,1523.2,202.67,-3206.5,657.58,6.1182e+05,508877,1,-12109,-86835,11745,13418,2.1261e+05,-35555,-7127.9,-50077,6720.5,2.389e+05,366125,126,1192,916,-0.83478,0.38257,1.998
2189,-1816.5,1454.4,190.01,-3105.9,723.81,6.1226e+05,508879,1,-11757,-78585,10284,10380,1.9394e+05,-33104,-7366.6,-43543,5358,2.1729e+05,365567,126,1192,916,-0.82251,0.38257,2.0031
2058.2,-1881.4,1357,153.51,-2986.2,822.4,6.127e+05,508881,1,-13283,-71043,8171.2,14523,1.5033e+05,-22950,-9875.2,-37753,3216.4,1.7367e+05,363637,126,1192,916,-0.8102,0.38257,2.0081
2735.9,-2615.4,1641.1,70.932,-3938.4,1225.8,6.0871e+05,510409,1,-8094.4,-41099,4384.7,40425,51121,6593.3,-10063,-21997,82.014,81548,355404,126,1193,917,-0.79871,0.36928,2.0152
1885.4,-1883.1,1212.6,98.38,-2789.7,882.78,6.1209e+05,508883,1,-8922.5,-80753,11928,10281,1.87e+05,-31989,-10498,-39691,3452.6,2.1104e+05,365356,126,1193,917,-0.79786,0.38257,2.013
3295.5,-900.14,2603.6,216.01,-4288.2,-118.92,6.0686e+05,510343,1,18298,-61398,24630,-36769,1.5026e+05,-55024,13080,-46123,18076,1.8518e+05,364245,126,1184,908,-1.1877,0.36928,1.8134
2793.8,114.11,2248.6,342.94,-3448.1,-931.55,6.0723e+05,510341,1,25057,-64611,29870,-44489,1.3048e+05,-56282,19391,-53887,23932,1.781e+05,363888,126,1184,908,-1.1988,0.36928,1.806
3055.7,-301.88,2481.1,299.73,-3894.5,-572.1,6.0707e+05,511867,1,29122,-52039,29942,-53495,95790,-54978,22163,-42099,23312,1.494e+05,362035,126,1199,920,-1.2111,0.35597,1.8005
3006,-2843.7,1744.8,68.104,-4281.8,1352.4,6.0548e+05,511939,1,-7642.3,-17744,197.44,54582,68491,9105.2,-9203.8,-13325,-1194.7,91598,356659,126,1195,918,-0.78714,0.35597,2.0221
2633.4,-1415.9,1469,169.93,-3323,162.23,6.1025e+05,510411,1,-15931,-43081,1749.2,74239,53386,19358,-21069,-27764,-3074.5,1.0988e+05,358762,126,1195,918,-0.78633,0.36928,2.02
3200.1,-602.04,2595.3,244.23,-4147.1,-283.41,6.0693e+05,513393,1,36656,-49789,34630,-62919,92094,-60656,27690,-38528,26365,1.552e+05,362462,126,1199,920,-1.2233,0.34265,1.7948
2933,-1330.5,1642.7,265.42,-3605.6,-15.623,6.0865e+05,511941,1,-15413,-24105,-1590.9,86824,1.286e+05,10908,-11145,-22460,-267.75,1.6014e+05,362804,126,1200,921,-0.77472,0.35597,2.0269
2920.3,-3248.7,1676.8,31.21,-4332.4,1767.2,6.099e+05,513471,1,-13469,-18701,-1847.9,61828,1.3151e+05,709.24,-11099,-13778,-1791.9,1.4822e+05,361944,126,1200,921,-0.76302,0.34265,2.0336
