"Cartesian Velocity:0","Cartesian Velocity:1","Cartesian Velocity:2","Spherical Velocity:0","Spherical Velocity:1","Spherical Velocity:2","Pressure","PointID","RegionId","GSV:0","GSV:1","GSV:2","GSV:3","GSV:4","GSV:5","GSV:6","GSV:7","GSV:8","magGSV","magGSV_Order","DescendingManifold","AscendingManifold","MorseSmaleManifold","Points:0","Points:1","Points:2"
1459.4,-1822.7,2037.2,-70.236,-2888.4,-1120,6.0015e+05,4471,1,-5943.1,-17090,16734,-89651,-35070,19729,56431,40839,-31659,1.2696e+05,360265,114,11,1912,-0.27627,1.5637,1.5211
1531,-1864.6,1528.8,-439.76,-2556.2,-1196.1,5.7983e+05,3323,1,-68080,-30387,19486,-96757,-15066,-1267.2,46019,-4522.9,12377,1.3349e+05,360776,114,11,1912,-0.26509,1.5561,1.5308
1621.5,-2783.5,2652.2,-300.91,-4004,-1135.1,5.8292e+05,369115,1,-13106,-29791,28083,-1.0949e+05,-26644,8032.2,69006,-812.94,12835,1.3977e+05,361278,114,11,1912,-0.26192,1.5501,1.5375
1227.4,-828.59,1246.4,114.05,-1616.7,-1058.2,6.1404e+05,4473,1,51874,-9535.9,19814,-80934,-19906,5397.6,85153,22937,-7646.4,1.3411e+05,360834,114,18,1913,-0.28586,1.5619,1.5211
-35.35,-1179.8,1278.6,40.465,-1722,247.16,6.0958e+05,5639,1,57752,-11841,23120,-77937,-17361,3139.3,98265,14405,3733.4,1.4238e+05,361491,114,18,1913,-0.28753,1.5711,1.5113
-700.75,322.84,-396.62,56.979,605.31,618.83,6.1085e+05,369101,1,46264,-8492,18597,-18562,-4706.5,757.26,26754,2890.2,2841.6,60480,351976,114,938,1918,-0.32769,1.5501,1.5248
-947.89,362.93,-452.27,87.752,705.68,853.86,6.106e+05,5647,1,33527,-14599,22324,-21240,-2619.4,-1834.9,28423,-1274.5,7427.8,56228,351164,114,938,1918,-0.326,1.5636,1.5113
-754.27,108,-201.4,46.998,321.74,717.93,6.0947e+05,5645,1,25111,-15804,21655,-21829,-3871.5,-560.43,24945,-179.27,5408.4,49926,349857,114,18,1913,-0.3164,1.5655,1.5113
169.39,-1046.9,1262.5,87.442,-1646.4,21.853,6.1102e+05,6821,1,55460,9767.8,484.43,-69839,-11802,-969.3,82254,16892,-1958.9,1.2347e+05,359965,114,18,1913,-0.28919,1.5802,1.5015
-1087.7,121.17,-258.29,67.806,416.92,1042.1,6.0771e+05,6827,1,33380,-14101,21898,-21376,-6024.8,1804.5,28334,3822.5,1998.5,55772,351076,114,32,1914,-0.31823,1.5746,1.5015
-51.833,-1142.9,1350.5,96.958,-1748.6,256.74,6.109e+05,8017,1,65672,1370.6,11356,-68948,-16212,3847.8,86001,20445,-5025.4,1.3158e+05,360644,114,18,1913,-0.29085,1.5892,1.4916
-1562.5,41.635,-275.18,70.734,439.84,1523.3,6.0851e+05,8023,1,42694,-20086,30522,-17702,-10894,7791.1,29648,7311.7,-1410.5,67713,353268,114,32,1914,-0.32005,1.5836,1.4916
-225.78,-1168.6,1429.3,143.81,-1803.2,432.46,6.1098e+05,9227,1,80412,-7492.2,24071,-64573,-17383,6069,84370,20077,-5024.3,1.3841e+05,361181,114,32,1914,-0.29249,1.5982,1.4817
-1782.6,-333.08,94.974,75.46,-59.721,1813.3,6.1069e+05,9231,1,59367,-22571,36836,-18943,-13751,10810,37421,10961,-3905.2,87128,356093,114,32,1914,-0.31208,1.5945,1.4817
-1077.7,-615.92,622.78,120.65,-732.83,1173.5,6.1099e+05,9229,1,76862,-13623,30390,-41016,-15867,8792.5,65078,16796,-4869.2,1.1649e+05,359369,114,32,1914,-0.30229,1.5964,1.4817
-2244.3,-159.8,-229.06,58.424,363.28,2231.5,6.1048e+05,9233,1,49336,-27115,39866,-13398,-14261,12432,29373,9370.1,-3704.3,79122,355050,114,32,1914,-0.32186,1.5925,1.4817
-928.99,-1363.5,1533.6,154.18,-1925.2,1159.3,6.1131e+05,10449,1,89852,-12545,31634,-56029,-17605,8043.1,82647,18935,-4168.1,1.4125e+05,361405,114,32,1914,-0.29412,1.6071,1.4717
-960.96,710.52,-758.52,117.48,1171.5,785.75,6.116e+05,370193,1,60378,-13341,26851,-18776,-9355.5,5282,28344,5440.8,804.85,76460,354651,114,938,1918,-0.33909,1.5405,1.532
1414,-3743.4,3334.6,-467.26,-5126.7,-793.85,5.6368e+05,369117,1,-60189,-86353,77538,-94504,-17288,1773.5,1.0402e+05,4037.5,13120,1.9322e+05,364651,114,11,1912,-0.25248,1.5501,1.539
1903.4,-2780.8,2460,-435.74,-3896.8,-1425.6,5.405e+05,370211,1,-38220,12753,-18542,-1.1688e+05,-61211,41716,78824,58148,-44912,1.8091e+05,364045,114,11,1912,-0.25402,1.5405,1.5484
-1551.5,1002.8,-1136.8,149.83,1738.5,1288.5,6.1261e+05,371315,1,84145,-13823,32871,-33044,-11245,3620.6,45428,7275.2,3146.4,1.0821e+05,358576,114,938,1918,-0.35058,1.5308,1.5391
220.73,-2121.2,1530.4,-416.22,-2589,118.59,5.1046e+05,371337,1,-48602,38699,-45650,-61649,-89251,77931,42108,79116,-71114,1.9202e+05,364606,114,922,1915,-0.24598,1.5308,1.5592
