"Cartesian Velocity:0","Cartesian Velocity:1","Cartesian Velocity:2","Spherical Velocity:0","Spherical Velocity:1","Spherical Velocity:2","Pressure","PointID","RegionId","GSV:0","GSV:1","GSV:2","GSV:3","GSV:4","GSV:5","GSV:6","GSV:7","GSV:8","magGSV","magGSV_Order","DescendingManifold","AscendingManifold","MorseSmaleManifold","Points:0","Points:1","Points:2"
2239.8,-2831.3,-447.62,-0.0038701,1367.8,3370.8,5.7984e+05,623637,1,169.64,3504.2,1071.2,-3381.4,-370.86,-705.52,-2056,1871.9,194.29,5770.1,301548,545,1675,500,-0.36711,-0.61891,2.0778
2190.4,-2826,-473.95,-0.012737,1426.8,3312.6,5.8052e+05,625145,1,163.55,3512.3,1098.9,-3366.4,-382.89,-711.48,-2054.3,1867.2,205.89,5771,301559,545,1675,500,-0.36644,-0.63185,2.074
2244.3,-2875.8,-473.38,-0.019199,1459.5,3376.6,5.8145e+05,623639,1,170.04,3507.2,1076.5,-3343.6,-394.65,-687.6,-2046.8,1863.4,207.8,5744.6,301298,545,1675,500,-0.35435,-0.61891,2.08
2199.4,-2913.7,-525.04,-0.070458,1607.8,3319.3,5.8262e+05,625149,1,177.13,3517.7,1098.5,-3239.3,-457.9,-670.82,-2017.4,1844.2,229.64,5682.3,300636,545,1675,500,-0.34096,-0.63185,2.0784
2181.1,-2736.4,-422.5,0.0013502,1249.6,3295.8,5.7782e+05,625141,1,169.78,3508,1103.3,-3401.2,-356.6,-752.97,-2060.5,1877.7,183.14,5798.2,301825,545,1675,500,-0.39186,-0.63185,2.0694
2131.6,-2731.4,-448.95,0.0010686,1309.1,3239.1,5.7785e+05,626647,1,165.16,3509,1122.6,-3398.4,-361.71,-756.04,-2061.7,1874.4,192.54,5801.1,301861,545,1675,500,-0.39113,-0.64476,2.0655
2185.8,-2781.3,-448.23,-0.0020815,1337.5,3305.4,5.7907e+05,625143,1,166.51,3509.4,1101.2,-3392,-363.85,-735.4,-2059.4,1874.3,192.66,5790.2,301739,545,1675,500,-0.37916,-0.63185,2.0718
2154.3,-2948.1,-575.82,-0.28635,1749.9,3256,5.8303e+05,626657,1,188.9,3556.4,1134.1,-2975.8,-600.15,-656.29,-1941.7,1810.1,255.54,5543.3,299342,545,1675,500,-0.32759,-0.64476,2.0766
2126.7,-2686.4,-423.29,0.0037992,1223.5,3228.3,5.7684e+05,626645,1,167.76,3507,1131,-3404.4,-355.87,-775.63,-2062.4,1876.8,185.4,5808.2,301921,545,1675,500,-0.4038,-0.64476,2.0631
2077.2,-2681.3,-449.78,0.0042234,1282.3,3172.2,5.7672e+05,628149,1,166.64,3503.2,1151.9,-3404.4,-358.66,-784.55,-2063.7,1873.3,192.3,5810.9,301966,545,1675,500,-0.40303,-0.65765,2.0592
