"Cartesian Velocity:0","Cartesian Velocity:1","Cartesian Velocity:2","Spherical Velocity:0","Spherical Velocity:1","Spherical Velocity:2","Pressure","PointID","RegionId","GSV:0","GSV:1","GSV:2","GSV:3","GSV:4","GSV:5","GSV:6","GSV:7","GSV:8","magGSV","magGSV_Order","DescendingManifold","AscendingManifold","MorseSmaleManifold","Points:0","Points:1","Points:2"
-201.28,-1072.3,1627.7,-519.22,-1572.3,1047.8,5.1595e+05,438093,1,-32543,-49125,51074,-54412,-79852,93951,22674,37141,-26489,1.6383e+05,363042,45,1060,2352,-1.9449,0.98262,-0.29461
-917.11,-1598.7,1941.1,-173.73,-1935.3,1841,5.5282e+05,436641,1,-17100,-24723,29415,-10675,-11977,30200,-3794,-5276.5,6421.6,54971,350751,45,1060,2352,-1.9389,0.99467,-0.2937
-1055.3,-1547.2,1538.8,14.411,-1554.5,1859.7,5.8197e+05,435191,1,-4560.2,-4686.8,13943,-5781.3,-2442.5,29401,-12057,-20674,8505.6,42263,347827,45,1060,2352,-1.9329,1.0067,-0.29278
-19.103,-844.87,1111.3,-511.37,-1050.1,764.81,4.9583e+05,439545,1,-37667,-58792,52786,-67591,-1.0479e+05,98165,29011,53748,-14021,1.9177e+05,364497,45,1067,2353,-1.949,0.97053,-0.30747
-1010.9,-2147.5,2020.8,-348.11,-1991.7,2372.6,5.3265e+05,438091,1,-29077,-42921,47600,-25821,-36651,48155,10109,17646,-8999.1,98878,357410,45,1067,2353,-1.9431,0.98262,-0.30654
-1312.1,-1946.7,1640.8,47.283,-1663.5,2331.1,5.7623e+05,436639,1,-10323,-11614,28135,-6466,-1903.3,34924,-7926.7,-13522,6211.6,50817,349893,45,1060,2352,-1.9371,0.99467,-0.30559
-1269.5,-1981.3,1427.9,9.9461,-1443.2,2343.7,5.8471e+05,435189,1,-3332.3,-665.83,19099,-5750.1,-1647.7,31150,-10911,-17746,10719,43946,348245,45,1060,2352,-1.931,1.0067,-0.30463
-1173.2,-1805.9,1008.4,32.177,-1021.5,2147.1,5.8989e+05,430859,1,-2743.7,-1795.8,11622,-4690.9,-1420.3,25796,-6060.3,-6160.4,17947,35101,345573,45,1060,2352,-1.9142,1.0425,-0.28995
-1268.2,-2035.3,1169,5.876,-1181.1,2392.1,5.8731e+05,433743,1,-2609.1,-852.8,13687,-6408.5,-3751.7,28103,-9061.2,-14849,7702.8,37439,346346,45,1060,2352,-1.9249,1.0187,-0.30366
-784.85,-2280.7,1187.3,-484.16,-1128.9,2391.4,5.096e+05,439543,1,-36450,-61522,36008,-55458,-86859,76692,19720,43550,11769,1.5917e+05,362733,45,1087,2354,-1.9471,0.97053,-0.31942
