"TimeStep","ConnectedComponentId","CriticalType","Points:0","Points:1","Points:2"
0,225,3,-0.7445,1.6658,1.2272
1,225,3,-0.77822,1.6586,1.216
0,226,3,1.4616,1.6427,-0.020238
1,226,3,1.4104,1.6867,0.033729
2,226,3,1.3467,1.7366,0.074193
0,227,3,-0.74475,-2.0226,0.4356
1,227,3,-0.73233,-2.0271,0.4356
2,227,3,-0.76855,-2.0107,0.44881
0,228,3,-0.75197,0.63185,1.9673
1,228,3,-0.73988,0.63185,1.9719
2,228,3,-0.72641,0.64476,1.9728
0,229,3,0.46155,0.86014,-1.9703
1,229,3,0.43502,0.88491,-1.9654
0,230,3,-0.04577,-0.54083,2.1309
1,230,3,-0.045697,-0.5539,2.1275
0,231,3,-0.13739,1.9439,1.0187
1,231,3,-0.16124,1.942,1.0187
2,231,3,-0.13739,1.9439,1.0187
0,232,3,-1.3992,-0.46201,1.6322
1,232,3,-1.3791,-0.46201,1.6492
0,233,3,-0.552,2.0686,0.50151
1,233,3,-0.55278,2.0715,0.48836
2,233,3,-0.54006,2.0748,0.48836
0,234,3,-1.8507,1.1593,0.25714
1,234,3,-1.8507,1.1593,0.25714
2,234,3,-1.842,1.1707,0.26747
0,235,3,0.073662,-0.26247,2.1819
1,235,3,0.073662,-0.26247,2.1819
2,235,3,0.060179,-0.28924,2.179
0,236,3,-1.6506,-1.0306,1.024
1,236,3,-1.6367,-1.0187,1.0577
2,236,3,-1.6456,-0.98262,1.0778
0,237,3,-0.94421,1.5308,1.265
1,237,3,-0.94668,1.5685,1.216
2,237,3,-0.93857,1.5405,1.2574
0,238,3,-1.7642,-1.2495,0.40185
1,238,3,-1.7666,-1.2495,0.39102
2,238,3,-1.7691,-1.2384,0.41441
0,239,3,-0.61558,1.7717,1.1478
1,239,3,-0.65051,1.7666,1.1362
2,239,3,-0.59385,1.7091,1.2495
0,240,3,-1.0821,1.4106,1.2941
1,240,3,-1.0526,1.4209,1.307
2,240,3,-1.0337,1.4106,1.333
0,241,3,-0.7281,-1.1707,1.713
1,241,3,-0.72306,-1.1478,1.7306
2,241,3,-0.70703,-1.1707,1.7218
0,242,3,-0.93363,1.3897,1.4255
1,242,3,-0.97396,1.3581,1.429
2,242,3,-0.98179,1.3793,1.4032
0,243,3,1.0488,1.8917,0.39585
1,243,3,1.0287,1.9105,0.35597
2,243,3,0.9795,1.9312,0.38257
0,244,3,-0.20238,1.6834,1.4002
1,244,3,-0.20238,1.6834,1.4002
2,244,3,-0.22302,1.6808,1.4002
0,245,3,-1.1452,-0.61891,1.7722
1,245,3,-1.1383,-0.59297,1.7854
2,245,3,-1.1234,-0.61891,1.7861
0,246,3,-0.0063449,-2.0681,0.74713
1,246,3,-0.018948,-2.0587,0.77246
2,246,3,-0.018948,-2.0587,0.77246
0,247,3,-0.43071,1.5113,1.538
1,247,3,-0.42127,1.5113,1.5406
2,247,3,-0.44955,1.5113,1.5326
0,248,3,0.18052,1.2826,-1.7769
1,248,3,0.19142,1.2826,-1.7758
0,249,3,0.035661,1.6602,1.4414
1,249,3,0.045847,1.66,1.4414
2,249,3,0.045847,1.66,1.4414
0,250,3,0.24945,1.8799,-1.1131
1,250,3,0.24855,1.8731,-1.1247
0,251,3,-0.75471,-1.2272,1.6612
1,251,3,-0.7445,-1.2272,1.6658
2,251,3,-0.7383,-1.2495,1.6519
0,252,3,0.96939,1.8825,0.59297
1,252,3,0.95616,1.8851,0.60595
2,252,3,0.97922,1.8733,0.60595
0,253,3,0.17886,2.005,-0.88491
1,253,3,0.19064,1.9984,-0.89725
0,254,3,0.7217,-2.0771,0.0067463
1,254,3,0.7217,-2.0771,-0.006746
0,255,3,0.58328,0.39585,2.0828
1,255,3,0.58262,0.40912,2.0805
2,255,3,0.55639,0.42237,2.085
0,256,3,-0.81915,-0.89725,1.8328
1,256,3,-0.7944,-0.90955,1.8376
2,256,3,-0.80111,-0.93405,1.8223
0,257,3,-0.62193,0.57997,2.0278
1,257,3,-0.61147,0.5539,2.0382
0,258,3,-0.66459,-1.216,1.7073
1,258,3,-0.67779,-1.2048,1.7101
0,259,3,-0.89932,1.6459,1.1478
1,259,3,-0.90251,1.6279,1.1707
2,259,3,-0.89901,1.6216,1.1821
0,260,3,-0.78792,2.0241,0.34265
1,260,3,-0.78714,2.0221,0.35597
2,260,3,-0.77472,2.0269,0.35597
0,261,3,0.96976,1.9716,0.087677
1,261,3,0.98206,1.966,0.074193
0,262,3,-0.5099,2.0625,0.56694
1,262,3,-0.52339,2.0626,0.5539
2,262,3,-0.52339,2.0626,0.5539
0,263,3,-0.77728,-1.1821,1.6833
1,263,3,-0.77728,-1.1821,1.6833
2,263,3,-0.76392,-1.1935,1.6814
0,264,3,-0.75787,1.7531,1.0897
1,264,3,-0.75787,1.7531,1.0897
0,265,3,1.8851,-0.95616,0.60595
1,265,3,1.8851,-0.95616,0.60595
0,266,3,-0.39449,-0.18194,2.1556
1,266,3,-0.39406,-0.20881,2.1532
2,266,3,-0.39449,-0.18194,2.1556
0,267,3,-0.83043,2.0224,-0.23566
1,267,3,-0.83097,2.0237,-0.22224
2,267,3,-0.83147,2.0249,-0.20881
0,268,3,1.3068,1.7508,0.24907
1,268,3,1.3068,1.7508,0.24907
0,269,3,0.97973,1.9613,0.16849
1,269,3,0.99175,1.9553,0.16849
0,270,3,0.7414,1.0662,-1.7745
1,270,3,0.75481,1.0544,-1.7759
2,270,3,0.70618,1.078,-1.7817
0,271,3,0.35549,0.11463,2.1669
1,271,3,0.34229,0.10116,2.1697
0,272,3,-1.6183,0.19538,1.4758
1,272,3,-1.651,0.23566,1.4331
2,272,3,-1.6322,0.24907,1.4522
0,273,3,-0.035849,1.669,1.4311
1,273,3,-0.055126,1.6329,1.4717
2,273,3,-0.045106,1.6332,1.4717
0,274,3,-0.73783,-1.0306,1.7968
1,274,3,-0.73783,-1.0306,1.7968
0,275,3,-0.20993,-0.7217,2.0665
1,275,3,-0.20948,-0.73443,2.062
0,276,3,-0.85833,1.4209,1.4421
1,276,3,-0.88012,1.4311,1.4186
2,276,3,-0.84947,1.4209,1.4473
0,277,3,-0.87862,-0.93405,1.7863
1,277,3,-0.88698,-0.94624,1.7757
0,278,3,0.99332,1.9584,0.11463
1,278,3,1.0053,1.9523,0.11463
0,279,3,-0.78218,1.8721,0.84771
1,279,3,-0.80302,1.8575,0.86014
2,279,3,-0.82358,1.8427,0.87254
0,280,3,-0.6993,-0.93405,1.8638
1,280,3,-0.68586,-0.94624,1.8626
2,280,3,-0.661,-0.9584,1.8654
0,281,3,0.95246,1.9364,0.42237
1,281,3,0.92862,1.9479,0.42237
0,282,3,0.056624,1.6772,1.4209
1,282,3,0.066914,1.6768,1.4209
0,283,3,-0.21456,-1.9904,0.90955
1,283,3,-0.21395,-1.9848,0.92181
0,284,3,1.3474,-0.27586,-1.7157
1,284,3,1.3273,-0.26247,-1.7334
2,284,3,1.3175,-0.24907,-1.7428
1,285,3,-1.0378,0.67051,1.8189
2,285,3,-1.0398,0.65765,1.8225
1,286,3,0.073476,1.5955,-1.5113
2,286,3,0.08278,1.5857,-1.5211
1,287,3,-0.2992,-0.32932,2.1534
2,287,3,-0.27275,-0.32932,2.1569
1,288,3,-1.8261,1.1478,0.42777
2,288,3,-1.8235,1.1478,0.43896
1,289,3,-0.33167,1.5308,1.5433
2,289,3,-0.36215,1.5211,1.546
1,290,3,1.0187,1.8644,0.56694
2,290,3,0.99575,1.8768,0.56694
1,291,3,-0.73233,2.0271,0.4356
2,291,3,-0.70826,2.0384,0.42237
1,292,3,-0.50122,-0.074193,2.1397
2,292,3,-0.50098,-0.10116,2.1387
1,293,3,-1.296,1.4817,0.97982
2,293,3,-1.302,1.4817,0.97185
1,294,3,-1.5448,-0.30261,1.5353
2,294,3,-1.5187,-0.27586,1.5661
1,295,3,-0.95997,1.6588,1.078
2,295,3,-0.9869,1.6352,1.0897
1,296,3,-1.9061,1.0067,-0.43418
2,296,3,-1.9061,1.0067,-0.43418
1,297,3,-0.4752,1.2606,1.7379
2,297,3,-0.47315,1.2717,1.7304
1,298,3,-1.9172,1.0544,-0.21857
2,298,3,-1.9172,1.0544,-0.21857
1,299,3,-0.64359,-1.4311,1.5404
2,299,3,-0.64696,-1.4209,1.5485
1,300,3,0.36431,0.86014,-1.9906
2,300,3,0.37452,0.88491,-1.9778
1,301,3,-0.43635,2.0928,-0.51463
2,301,3,-0.43699,2.0959,-0.50151
1,302,3,-1.8799,1.1014,-0.29657
2,302,3,-1.8714,1.1131,-0.307
1,303,3,-0.62903,-1.078,1.8104
2,303,3,-0.61791,-1.078,1.8142
1,304,3,1.3595,0.82051,-1.5211
2,304,3,1.3464,0.82395,-1.5308
1,305,3,-1.2958,-0.54083,1.6922
2,305,3,-1.3081,-0.52774,1.6868
1,306,3,0.0061589,-2.0075,0.89725
2,306,3,0.018527,-2.0129,0.88491
1,307,3,-0.90741,1.7102,1.0425
2,307,3,-0.91789,1.7046,1.0425
1,308,3,-0.0064122,-2.09,0.68334
2,308,3,0.032123,-2.0939,0.67051
1,309,3,0.046331,1.4209,-1.6775
2,309,3,0.066914,1.4209,-1.6768
1,310,3,-1.1206,-0.4752,1.8313
2,310,3,-1.1221,-0.46201,1.8337
1,311,3,-0.86819,1.686,1.1131
2,311,3,-0.85783,1.6913,1.1131
1,312,3,-0.95507,1.2717,1.5185
2,312,3,-0.96509,1.2936,1.4935
1,313,3,-0.17886,-2.005,0.88491
2,313,3,-0.17934,-2.0104,0.87254
1,314,3,-0.21146,-1.9618,0.97053
2,314,3,-0.18681,-1.9582,0.98262
1,315,3,-0.75982,-1.0306,1.7876
2,315,3,-0.78423,-1.0187,1.7839
1,316,3,1.1183,1.4605,-1.2048
2,316,3,1.1093,1.4673,-1.2048
1,317,3,-0.68457,-1.0187,1.8245
2,317,3,-0.66213,-1.0187,1.8328
1,318,3,-1.0105,-0.54083,1.8766
2,318,3,-1.0049,-0.48836,1.8939
1,319,3,-0.83982,1.9759,0.4752
2,319,3,-0.81438,1.9833,0.48836
1,320,3,-0.48285,-0.32932,2.1198
2,320,3,-0.45722,-0.31597,2.1275
1,321,3,-0.91996,1.9298,0.51463
2,321,3,-0.91072,1.9409,0.48836
1,322,3,-0.53623,1.4717,1.5433
2,322,3,-0.53623,1.4717,1.5433
1,323,3,-0.64296,2.0514,0.46201
2,323,3,-0.64296,2.0514,0.46201
1,324,3,1.2626,1.7811,0.26247
2,324,3,1.2525,1.7901,0.24907
1,325,3,-0.56036,2.0493,0.56694
2,325,3,-0.56036,2.0493,0.56694
1,326,3,0.33011,0.82275,-2.0123
2,326,3,0.34413,0.79766,-2.02
1,327,3,-1.8114,1.216,0.27438
2,327,3,-1.8114,1.216,0.27438
1,328,3,-1.6387,-0.27586,1.4401
2,328,3,-1.6311,-0.26247,1.4512
1,329,3,0.9229,1.9057,0.59297
2,329,3,0.89944,1.9169,0.59297
1,330,3,-0.45722,-2.1275,0.31597
2,330,3,-0.44454,-2.1321,0.30261
1,331,3,-0.64276,1.5113,1.4621
2,331,3,-0.63902,1.5211,1.4536
1,332,3,1.4117,-0.24907,-1.6674
2,332,3,1.4136,-0.22224,-1.6696
1,333,3,1.5277,-0.35787,-1.5405
2,333,3,1.5277,-0.35787,-1.5405
1,334,3,-0.81954,1.7749,1.0067
2,334,3,-0.80606,1.7742,1.0187
1,335,3,-1.4541,-0.42236,1.5945
2,335,3,-1.4673,-0.39585,1.5892
1,336,3,-1.8763,0.93405,0.66488
2,336,3,-1.8763,0.93405,0.66488
1,337,3,0.9425,1.977,0.19538
2,337,3,0.9425,1.977,0.19538
1,338,3,0.94549,1.9833,-0.087676
2,338,3,0.92084,1.9942,-0.10116
1,339,3,1.0021,1.9461,0.20882
2,339,3,1.0259,1.9336,0.20882
1,340,3,-0.98206,1.966,0.074193
2,340,3,-0.98184,1.9656,0.087677
1,341,3,0.44491,0.28924,2.1339
2,341,3,0.44561,0.26247,2.1372
1,342,3,-1.2555,1.3045,1.2479
2,342,3,-1.2479,1.3045,1.2555
1,343,3,0.91142,1.9738,0.32932
2,343,3,0.92351,1.9682,0.32932
1,344,3,-0.6056,1.0187,1.8522
2,344,3,-0.6056,1.0187,1.8522
1,345,3,-1.8116,1.0187,0.71804
2,345,3,-1.8116,1.0187,0.71804
1,346,3,-0.722,1.7895,1.0544
2,346,3,-0.73541,1.791,1.0425
1,347,3,-0.96879,1.698,1.0067
2,347,3,-0.98956,1.686,1.0067
1,348,3,-1.3049,1.7482,0.27586
2,348,3,-1.3039,1.7468,0.28924
1,349,3,1.0944,0.9584,-1.6489
2,349,3,1.0944,0.9584,-1.6489
1,350,3,-0.58163,1.5308,1.4675
2,350,3,-0.5871,1.5405,1.4551
1,351,3,-0.3413,-0.19538,2.1634
2,351,3,-0.32801,-0.19538,2.1655
1,352,3,-0.30856,1.5765,1.5015
2,352,3,-0.30856,1.5765,1.5015
1,353,3,-0.54792,1.4311,1.5769
2,353,3,-0.56051,1.4209,1.5818
1,354,3,0.14038,1.216,-1.8267
2,354,3,0.15096,1.2272,-1.8183
1,355,3,-0.59036,1.0425,1.8439
2,355,3,-0.59036,1.0425,1.8439
1,356,3,0.47927,0.42237,2.1041
2,356,3,0.49275,0.40912,2.1036
1,357,3,-0.9813,1.5817,1.1707
2,357,3,-0.9813,1.5817,1.1707
1,358,3,-1.8654,0.9584,0.661
2,358,3,-1.8542,0.98262,0.65702
1,359,3,0.91381,1.979,0.28924
2,359,3,0.93802,1.9676,0.28924
1,360,3,-0.59036,-1.0425,1.8439
2,360,3,-0.60364,-1.0306,1.8462
1,361,3,1.2752,-0.23566,-1.7758
2,361,3,1.2752,-0.23566,-1.7758
0,362,3,1.9904,0.54424,0.75981
0,363,3,0.042498,0.9584,1.9786
0,364,3,-1.0266,-0.50151,1.8788
0,365,3,0.093587,1.5015,1.6037
0,366,3,-1.7592,1.078,0.7605
0,367,3,-0.62878,-1.1362,1.7745
0,368,3,-0.1691,1.8956,-1.1014
0,369,3,-1.0601,-0.73443,1.781
0,370,3,0.24,1.8087,1.2272
0,371,3,0.89386,1.4407,-1.4002
0,372,3,-1.6154,-0.23566,1.4731
0,373,3,-1.351,1.3045,1.1438
0,374,3,0.091839,1.9942,-0.92181
0,375,3,-0.68238,1.5015,1.4543
0,376,3,0.96921,1.9704,0.11463
0,377,3,-1.9037,0.98262,0.49552
0,378,3,-1.0061,1.6904,0.98262
0,379,3,-0.63487,-1.1593,1.7573
0,380,3,1.4551,-0.32932,-1.6154
0,381,3,-0.42064,-1.9573,0.90955
0,382,3,-0.52078,-2.1065,0.35597
0,383,3,0.29982,0.90955,-1.9794
0,384,3,-0.81227,-0.93405,1.8174
0,385,3,0.24794,-0.20881,2.1749
0,386,3,-0.11057,-0.57997,2.1181
0,387,3,-0.082088,2.0571,-0.77246
0,388,3,-0.25133,-1.6592,1.4209
0,389,3,-0.58547,2.0423,-0.56694
0,390,3,-0.054958,1.9899,-0.93405
0,391,3,-1.0225,1.4002,1.3525
0,392,3,-0.97247,-0.46201,1.9173
0,393,3,1.2852,-0.24907,-1.7667
0,394,3,0.16329,1.6073,-1.4916
0,395,3,-1.0353,1.5807,1.1247
0,396,3,-0.98364,1.724,0.94624
0,397,3,-0.72073,1.9573,0.69616
0,398,3,1.5846,1.518,-0.14157
0,399,3,-0.72322,1.9275,0.77246
0,400,3,-1.28,1.4515,1.0439
0,401,3,0.93369,1.9899,-0.060707
0,402,3,-0.57768,0.19538,2.1126
0,403,3,-1.0191,1.4817,1.2654
0,404,3,1.1632,1.8494,0.24907
0,405,3,-1.7902,-0.78507,1.0069
0,406,3,1.2624,-0.5539,-1.7131
0,407,3,1.108,1.8878,0.20882
0,408,3,1.1876,0.90955,-1.6116
0,409,3,-0.87463,1.4616,1.3906
0,410,3,-0.68576,1.56,1.3897
0,411,3,0.31107,0.7217,-2.0537
0,412,3,0.99298,1.9577,-0.1281
0,413,3,1.0635,1.9183,0.15503
0,414,3,-0.74617,-1.1821,1.6974
0,415,3,-0.23761,-1.9764,0.93405
0,416,3,1.015,1.885,0.50151
0,417,3,-1.1087,-0.36928,1.8627
0,418,3,-0.76801,2.0469,0.23566
0,419,3,1.3533,-0.32932,-1.7016
0,420,3,-0.94295,1.3261,1.479
0,421,3,-0.13509,-0.65765,2.0939
0,422,3,1.069,-0.68334,-1.796
0,423,3,-0.41891,1.4817,1.5698
0,424,3,-0.80607,2.0337,0.22224
0,425,3,0.96046,1.9526,0.31597
0,426,3,-0.66244,1.4311,1.5324
0,427,3,-1.8452,1.1707,-0.24484
0,428,3,-0.52036,1.0544,1.8581
0,429,3,-0.89299,1.9032,0.64476
0,430,3,-0.58336,1.4414,1.5548
0,431,3,0.25045,0.92181,-1.9806
0,432,3,0.17315,1.941,1.0187
0,433,3,0.27492,-0.18194,2.174
0,434,3,1.0951,-1.8922,0.23566
0,435,3,1.0081,1.9285,0.31597
0,436,3,0.1153,-1.9757,0.9584
0,437,3,0.94887,1.9291,0.46201
0,438,3,-0.56289,0.26247,2.1094
0,439,3,1.0037,1.9492,-0.16849
0,440,3,-0.66957,1.5113,1.4501
0,441,3,-0.66437,2.032,-0.51463
0,442,3,-0.83625,1.9675,0.51463
0,443,3,0.98581,1.8859,0.5539
0,444,3,-0.66488,1.8763,0.93405
0,445,3,-1.6794,-0.30261,1.3869
0,446,3,0.5337,0.35597,2.1032
0,447,3,-0.62278,-0.98262,1.8659
0,448,3,-0.8146,1.8226,0.92181
0,449,3,-0.096147,2.0878,-0.68334
0,450,3,1.0009,1.9437,-0.23566
0,451,3,-0.82423,2.0073,0.35597
0,452,3,-0.2064,1.5555,1.5405
0,453,3,0.34534,0.94624,-1.9546
0,454,3,-0.81129,-1.0897,1.729
0,455,3,-0.84512,1.9884,0.40912
0,456,3,1.0535,0.87254,-1.7216
0,457,3,1.4264,-0.31597,-1.6434
0,458,3,-0.74049,-0.9584,1.8353
0,459,3,-0.98713,-0.63185,1.8605
0,460,3,1.3983,-0.28924,-1.6722
0,461,3,-1.0419,1.4106,1.3266
0,462,3,0.15297,1.9905,-0.92181
0,463,3,1.0732,1.803,0.65765
0,464,3,-0.84559,1.8021,0.93405
0,465,3,-0.97603,-0.88491,1.7605
0,466,3,-0.80268,-0.98262,1.7959
0,467,3,0.48239,0.34265,2.1178
0,468,3,0.36683,1.3368,-1.7069
0,469,3,-1.1405,1.3897,1.2661
0,470,3,-0.64163,-1.0067,1.8466
0,471,3,-0.57904,1.0425,1.8474
0,472,3,0.97408,1.95,0.28924
0,473,3,0.1011,-0.074193,2.1953
0,474,3,-1.155,1.3475,1.2982
0,475,3,-0.59602,1.5405,1.4515
0,476,3,1.3068,-0.24907,-1.7508
0,477,3,0.21324,1.8705,-1.1362
0,478,3,-1.0732,1.3475,1.3666
0,479,3,-0.76743,-0.93405,1.8368
0,480,3,1.0771,1.915,-0.087676
0,481,3,1.4575,-0.39585,-1.5982
0,482,3,-0.25046,2.0832,-0.65765
0,483,3,0.21515,1.9959,-0.89725
0,484,3,-0.53678,1.4002,1.6083
0,485,3,0.12778,-0.15503,2.1897
0,486,3,-0.65783,-1.0425,1.8209
0,487,3,-0.70629,-1.216,1.6904
0,488,3,-1.7981,1.2384,0.26109
0,489,3,1.1711,-0.65765,-1.741
0,490,3,0.63422,0.39585,2.0679
0,491,3,-0.70439,-1.1362,1.7458
0,492,3,-1.6462,-0.28924,1.4288
0,493,3,-0.70495,1.5113,1.4332
0,494,3,1.0021,1.8611,0.60595
0,495,3,0.68332,-2.0899,-0.020238
0,496,3,0.14436,1.4817,-1.6183
0,497,3,-0.51409,-0.10116,2.1356
0,498,3,1.1214,1.884,-0.16849
0,499,3,-0.081704,0.79766,-2.0475
0,500,3,-1.8348,-0.7217,0.97351
0,501,3,0.96412,1.9008,0.54083
0,502,3,0.54358,0.42237,2.0884
0,503,3,-1.0568,1.6802,0.94624
0,504,3,-0.91175,1.6933,1.0662
0,505,3,0.9467,1.9549,0.34265
0,506,3,-0.39511,1.5015,1.5571
0,507,3,-0.60166,0.97053,1.8792
0,508,3,1.0212,1.842,0.63185
0,509,3,0.12121,1.8787,-1.1362
0,510,3,-1.0326,-0.30261,1.9176
0,511,3,-0.36739,-0.22224,2.1566
0,512,3,-0.12889,1.9978,-0.90955
0,513,3,0.45828,0.75981,-2.0119
0,514,3,1.0372,1.9262,0.22224
0,515,3,-0.51495,1.5113,1.5119
0,516,3,-0.69109,-1.1478,1.7436
0,517,3,-1.1151,-0.42236,1.8475
0,518,3,-0.77603,1.8574,0.88491
0,519,3,-1.3201,0.20882,1.7461
0,520,3,-0.58881,0.79766,1.9627
0,521,3,1.0389,1.9294,0.18194
0,522,3,-0.88557,1.9492,0.50151
0,523,3,-0.9383,-0.90955,1.7685
0,524,3,1.0976,1.8966,0.18194
0,525,3,1.1179,0.94624,-1.6402
0,526,3,0.14634,1.9043,-1.0897
0,527,3,-0.99126,1.9543,0.18194
0,528,3,0.18009,1.1131,-1.8878
0,529,3,-1.1632,1.3153,1.3237
0,530,3,-0.77759,1.5405,1.3629
0,531,3,0.97759,1.9571,0.22224
0,532,3,-0.72703,1.8343,0.97053
0,533,3,1.0066,1.9547,-0.033729
0,534,3,-0.60919,-1.1247,1.7886
0,535,3,-0.18679,2.0939,-0.64476
0,536,3,-0.41656,1.561,1.4916
0,537,3,0.018426,2.0019,-0.90955
0,538,3,-0.27203,2.0501,-0.74713
0,539,3,-1.1019,1.3045,1.3854
0,540,3,1.3193,1.7451,0.22224
0,541,3,-0.29038,2.0899,-0.61891
0,542,3,-0.90465,-0.64476,1.8976
0,543,3,0.34956,0.70894,-2.0519
0,544,3,0.27081,0.77246,-2.0409
0,545,3,-1.7828,1.1707,0.53485
0,546,3,-1.8114,1.2048,0.32004
0,547,3,0.94603,1.9844,0.047219
0,548,3,0.047057,-0.18194,2.1909
0,549,3,-0.43568,1.5558,1.4916
0,550,3,-0.6024,1.4414,1.5475
0,551,3,-1.7863,1.216,0.40689
0,552,3,0.24828,0.9584,-1.9634
0,553,3,1.2761,1.7769,0.22224
0,554,3,1.2406,-1.7964,0.26247
0,555,3,-0.16381,-0.51463,2.1315
0,556,3,-1.636,-0.30261,1.4377
0,557,3,-0.47769,1.5113,1.5241
0,558,3,-0.58642,-1.0662,1.8315
0,559,3,-0.89939,-0.68334,1.8866
0,560,3,0.32981,1.8021,1.216
0,561,3,-0.74179,2.0533,0.26247
0,562,3,0.97049,1.973,-0.020238
0,563,3,-1.8197,0.98262,0.74721
0,564,3,1.5396,0.074193,1.5682
0,565,3,0.69402,0.44881,2.0377
0,566,3,1.2439,1.8012,0.20882
0,567,3,-1.8002,1.0897,0.6379
0,568,3,-0.58468,-1.0067,1.8654
0,569,3,0.181,-0.22224,2.1801
0,570,3,1.0773,0.94624,-1.6671
0,571,3,-0.2071,-2.0386,0.79766
0,572,3,0.28522,0.94624,-1.9643
0,573,3,-0.70016,1.8318,0.99467
0,574,3,-1.8938,1.1131,-0.098862
0,575,3,1.0372,1.9262,-0.22224
0,576,3,-1.8213,0.9584,0.77414
0,577,3,0.23497,-0.16849,2.1798
0,578,3,-0.91578,1.676,1.0897
0,579,3,-0.58641,2.0456,0.5539
0,580,3,-1.0182,1.8104,-0.7217
0,581,3,-0.89826,1.693,1.078
0,582,3,-0.71183,-1.2717,1.6466
0,583,3,-0.54687,2.0493,0.57997
0,584,3,1.2098,1.8227,0.22224
0,585,3,0.26988,1.9424,-0.99467
0,586,3,-1.8171,0.94624,0.79879
0,587,3,-0.28109,-1.4916,1.591
0,588,3,0.95739,1.9769,-0.10116
1,589,3,-1.8671,-0.83524,0.80715
1,590,3,-0.69311,2.035,-0.46201
1,591,3,1.0553,1.8762,0.44881
1,592,3,-1.8551,1.1593,-0.22303
1,593,3,0.40692,1.6459,-1.4002
1,594,3,0.91774,1.9559,0.40912
1,595,3,-1.7427,1.1707,0.65388
1,596,3,-0.56915,1.6062,1.3897
1,597,3,0.46854,1.9464,0.90955
1,598,3,-0.64706,-1.3581,1.6037
1,599,3,-0.7146,1.4414,1.499
1,600,3,0.12465,-1.932,1.0425
1,601,3,-1.6834,-0.26247,1.3902
1,602,3,0.047101,-0.15503,2.1929
1,603,3,0.98152,1.8499,0.67051
1,604,3,-0.93295,1.8967,0.60595
1,605,3,-0.81687,-0.26247,2.0246
1,606,3,-0.95435,-0.88491,1.7724
1,607,3,0.83982,0.4752,1.9759
1,608,3,0.13418,1.1014,-1.8984
1,609,3,-0.79253,2.0359,0.24907
1,610,3,-1.2984,1.6533,0.64476
1,611,3,0.98058,1.9631,0.14157
1,612,3,-0.21981,-1.5113,1.582
1,613,3,-1.7435,0.84771,1.0377
1,614,3,-1.1272,1.3045,1.3649
1,615,3,-0.89065,1.9289,0.56694
1,616,3,-1.1367,1.4106,1.2464
1,617,3,0.0252,1.6426,1.4616
1,618,3,-0.12292,-0.61891,2.1064
1,619,3,-0.96191,-0.84771,1.7864
1,620,3,1.0378,1.8189,0.67051
1,621,3,-1.8544,1.0067,0.61892
1,622,3,-0.17258,-0.69616,2.0786
1,623,3,-0.3556,2.0874,-0.59297
1,624,3,1.4872,-0.30261,-1.5911
1,625,3,-0.45986,1.5677,1.4717
1,626,3,-0.77179,1.8472,0.90955
1,627,3,-1.1446,-0.46201,1.8198
1,628,3,0.97629,1.9545,0.24907
1,629,3,0.89674,2.0064,-0.074193
1,630,3,-0.926,1.9121,0.56694
1,631,3,0.9132,1.9462,0.46201
1,632,3,-0.64075,1.4106,1.5604
1,633,3,-1.3651,1.5015,0.84691
1,634,3,-0.59984,-0.98262,1.8734
1,635,3,1.3308,-0.20881,-1.738
1,636,3,-0.56002,-2.0986,0.34265
1,637,3,0.43356,0.75981,-2.0174
1,638,3,0.908,1.9986,-0.1281
1,639,3,1.1258,1.7658,0.67051
1,640,3,-0.98724,1.4209,1.3571
1,641,3,-0.88871,1.9884,0.30261
1,642,3,-0.88322,1.5703,1.2606
1,643,3,-1.8896,1.1014,-0.22717
1,644,3,-0.18846,-0.57997,2.1126
1,645,3,0.97486,1.9516,0.27586
1,646,3,-0.18954,1.5211,1.5765
1,647,3,-0.716,2.0607,0.27586
1,648,3,-0.80106,1.9854,0.50151
1,649,3,0.13161,2.0399,-0.81022
1,650,3,0.20559,2.0237,-0.83524
1,651,3,-1.2624,-0.5539,1.7131
1,652,3,1.5506,0.16715,1.5501
1,653,3,0.0051758,1.6869,1.4106
1,654,3,-0.018674,-2.0288,0.84771
1,655,3,-0.36506,2.0662,-0.65765
1,656,3,-0.69016,1.4817,1.4709
1,657,3,-0.58646,1.4311,1.563
1,658,3,1.5185,-0.39525,-1.5405
1,659,3,-1.2982,1.3475,1.155
1,660,3,-1.8717,1.1478,-0.12075
1,661,3,-0.72623,-0.90955,1.8656
1,662,3,0.93877,1.9692,0.27586
1,663,3,-1.8117,0.9584,0.79643
1,664,3,-0.6242,-1.0425,1.8327
1,665,3,-1.2088,1.3045,1.2932
1,666,3,-0.84909,1.7811,0.97053
1,667,3,-1.9155,0.97053,-0.47356
1,668,3,0.50976,0.86014,-1.9584
1,669,3,0.89721,2.0074,0.020238
1,670,3,-1.7761,1.2606,0.30257
1,671,3,-0.72129,2.0759,0.074193
1,672,3,1.3713,-0.23566,-1.7027
1,673,3,-0.5133,1.57,1.4515
1,674,3,-0.72667,1.5015,1.4327
1,675,3,-0.55815,-1.0306,1.8605
1,676,3,-1.7945,1.2606,0.16008
1,677,3,0.15255,1.5015,-1.5992
1,678,3,1.2039,0.92181,-1.5925
1,679,3,0.44211,0.93405,-1.9409
1,680,3,-0.81861,1.8018,0.9584
1,681,3,-0.83619,1.4311,1.4449
1,682,3,-0.80083,-1.0425,1.7627
1,683,3,0.29091,1.9205,-1.0306
