"TimeStep","ConnectedComponentId","CriticalType","Points:0","Points:1","Points:2"
2,67,3,-1.2985,-0.98262,1.4776
3,67,3,-1.2985,-0.98262,1.4776
3,67,3,-1.349,-0.90955,1.4792
4,67,3,-1.349,-0.90955,1.4792
4,67,3,-1.349,-0.90955,1.4792
0,68,3,0.32783,2.1643,-0.20881
0,68,3,0.32783,2.1643,-0.20881
1,68,3,0.32783,2.1643,-0.20881
1,68,3,0.30142,2.1694,-0.19538
2,68,3,0.30142,2.1694,-0.19538
2,68,3,0.30142,2.1694,-0.19538
3,68,3,0.30142,2.1694,-0.19538
3,68,3,0.28825,2.1723,-0.18194
4,68,3,0.28825,2.1723,-0.18194
4,68,3,0.28825,2.1723,-0.18194
0,69,3,-1.2308,-1.7591,0.4752
0,69,3,-1.2308,-1.7591,0.4752
1,69,3,-1.2308,-1.7591,0.4752
1,69,3,-1.2853,-1.7002,0.54083
2,69,3,-1.2853,-1.7002,0.54083
2,69,3,-1.2853,-1.7002,0.54083
3,69,3,-1.2853,-1.7002,0.54083
3,69,3,-1.1985,-1.7584,0.5539
4,69,3,-1.1985,-1.7584,0.5539
4,69,3,-1.1985,-1.7584,0.5539
0,70,3,-1.5546,1.5015,0.40466
0,70,3,-1.5546,1.5015,0.40466
1,70,3,-1.5546,1.5015,0.40466
1,70,3,-1.5571,1.5015,0.39511
2,70,3,-1.5571,1.5015,0.39511
2,70,3,-1.5571,1.5015,0.39511
3,70,3,-1.5571,1.5015,0.39511
3,70,3,-1.5739,1.3261,0.77418
4,70,3,-1.5739,1.3261,0.77418
4,70,3,-1.5739,1.3261,0.77418
0,71,3,-1.392,0.67051,1.5646
0,71,3,-1.392,0.67051,1.5646
1,71,3,-1.392,0.67051,1.5646
1,71,3,-1.5091,0.64476,1.4635
2,71,3,-1.5091,0.64476,1.4635
2,71,3,-1.5091,0.64476,1.4635
3,71,3,-1.5091,0.64476,1.4635
3,71,3,-1.5091,0.64476,1.4635
4,71,3,-1.5091,0.64476,1.4635
4,71,3,-1.5091,0.64476,1.4635
0,72,3,0.15157,2.1445,0.46201
0,72,3,0.15157,2.1445,0.46201
1,72,3,0.15157,2.1445,0.46201
1,72,3,0.16405,2.1346,0.50151
2,72,3,0.16405,2.1346,0.50151
2,72,3,0.16405,2.1346,0.50151
3,72,3,0.16405,2.1346,0.50151
3,72,3,0.13784,2.1365,0.50151
4,72,3,0.13784,2.1365,0.50151
4,72,3,0.13784,2.1365,0.50151
0,73,3,-0.20902,2.0575,-0.74713
0,73,3,-0.20902,2.0575,-0.74713
1,73,3,-0.20902,2.0575,-0.74713
1,73,3,-0.20948,2.062,-0.73443
0,74,3,-0.1182,-2.0255,0.84771
0,74,3,-0.1182,-2.0255,0.84771
1,74,3,-0.1182,-2.0255,0.84771
1,74,3,-0.1179,-2.0202,0.86014
2,74,3,-0.1179,-2.0202,0.86014
2,74,3,-0.1179,-2.0202,0.86014
3,74,3,-0.1179,-2.0202,0.86014
3,74,3,-0.093096,-2.0215,0.86014
4,74,3,-0.093096,-2.0215,0.86014
4,74,3,-0.093096,-2.0215,0.86014
0,75,3,0.25876,1.95,0.98262
0,75,3,0.25876,1.95,0.98262
1,75,3,0.25876,1.95,0.98262
1,75,3,0.25796,1.944,0.99467
2,75,3,0.25796,1.944,0.99467
2,75,3,0.25796,1.944,0.99467
3,75,3,0.25796,1.944,0.99467
3,75,3,0.23481,1.9531,0.98262
4,75,3,0.23481,1.9531,0.98262
4,75,3,0.23481,1.9531,0.98262
0,76,3,-0.95533,1.9125,-0.51463
0,76,3,-0.95533,1.9125,-0.51463
1,76,3,-0.95533,1.9125,-0.51463
1,76,3,-0.9132,1.9462,-0.46201
2,76,3,-0.9132,1.9462,-0.46201
2,76,3,-0.9132,1.9462,-0.46201
3,76,3,-0.9132,1.9462,-0.46201
3,76,3,-0.94629,1.9238,-0.48836
4,76,3,-0.94629,1.9238,-0.48836
4,76,3,-0.94629,1.9238,-0.48836
0,77,3,-0.88983,1.7544,0.98262
0,77,3,-0.88983,1.7544,0.98262
1,77,3,-0.88983,1.7544,0.98262
1,77,3,-0.8978,1.7435,0.99467
2,77,3,-0.8978,1.7435,0.99467
2,77,3,-0.8978,1.7435,0.99467
3,77,3,-0.8978,1.7435,0.99467
3,77,3,-0.8815,1.7379,1.0187
4,77,3,-0.8815,1.7379,1.0187
4,77,3,-0.8815,1.7379,1.0187
0,78,3,-0.43936,1.3897,1.6464
0,78,3,-0.43936,1.3897,1.6464
1,78,3,-0.43936,1.3897,1.6464
1,78,3,-0.45169,1.3793,1.6519
2,78,3,-0.45169,1.3793,1.6519
2,78,3,-0.45169,1.3793,1.6519
3,78,3,-0.45169,1.3793,1.6519
3,78,3,-0.47722,1.4002,1.6269
4,78,3,-0.47722,1.4002,1.6269
4,78,3,-0.47722,1.4002,1.6269
0,79,3,-1.7951,1.2495,0.22699
0,79,3,-1.7951,1.2495,0.22699
1,79,3,-1.7951,1.2495,0.22699
1,79,3,-1.8012,1.2384,0.23901
2,79,3,-1.8012,1.2384,0.23901
2,79,3,-1.8012,1.2384,0.23901
3,79,3,-1.8012,1.2384,0.23901
3,79,3,-1.7874,1.2606,0.22603
4,79,3,-1.7874,1.2606,0.22603
4,79,3,-1.7874,1.2606,0.22603
0,80,3,-1.0407,1.9328,0.1281
0,80,3,-1.0407,1.9328,0.1281
1,80,3,-1.0407,1.9328,0.1281
1,80,3,-1.0169,1.9454,0.1281
2,80,3,-1.0169,1.9454,0.1281
2,80,3,-1.0169,1.9454,0.1281
3,80,3,-1.0169,1.9454,0.1281
3,80,3,-1.0176,1.9466,0.10116
4,80,3,-1.0176,1.9466,0.10116
4,80,3,-1.0176,1.9466,0.10116
0,81,3,0.9941,1.9599,-0.074193
0,81,3,0.9941,1.9599,-0.074193
1,81,3,0.9941,1.9599,-0.074193
1,81,3,1.0181,1.9476,-0.074193
0,82,3,0.57107,0.84771,-1.9469
0,82,3,0.57107,0.84771,-1.9469
1,82,3,0.57107,0.84771,-1.9469
1,82,3,0.5815,0.86014,-1.9383
0,83,3,0.18191,-0.033729,2.1911
0,83,3,0.18191,-0.033729,2.1911
1,83,3,0.18191,-0.033729,2.1911
1,83,3,0.15497,-0.060707,2.1926
0,84,3,-0.34225,-1.9371,0.98262
0,84,3,-0.34225,-1.9371,0.98262
1,84,3,-0.34225,-1.9371,0.98262
1,84,3,-0.35304,-1.929,0.99467
2,84,3,-0.35304,-1.929,0.99467
2,84,3,-0.35304,-1.929,0.99467
3,84,3,-0.35304,-1.929,0.99467
3,84,3,-0.35304,-1.929,0.99467
4,84,3,-0.35304,-1.929,0.99467
4,84,3,-0.35304,-1.929,0.99467
0,85,3,0.57526,0.90955,-1.9175
0,85,3,0.57526,0.90955,-1.9175
1,85,3,0.57526,0.90955,-1.9175
1,85,3,0.58864,0.89725,-1.9193
0,86,3,-0.458,-0.28924,2.1311
0,86,3,-0.458,-0.28924,2.1311
1,86,3,-0.458,-0.28924,2.1311
1,86,3,-0.40556,-0.28924,2.1417
0,87,3,-0.94289,-0.61891,1.8876
0,87,3,-0.94289,-0.61891,1.8876
1,87,3,-0.94289,-0.61891,1.8876
1,87,3,-0.93129,-0.61891,1.8934
2,87,3,-0.93129,-0.61891,1.8934
2,87,3,-0.93129,-0.61891,1.8934
3,87,3,-0.93129,-0.61891,1.8934
3,87,3,-0.91628,-0.64476,1.8921
4,87,3,-0.91628,-0.64476,1.8921
4,87,3,-0.91628,-0.64476,1.8921
0,88,3,1.4786,-0.38257,-1.5819
0,88,3,1.4786,-0.38257,-1.5819
1,88,3,1.4786,-0.38257,-1.5819
1,88,3,1.4883,-0.38257,-1.5728
2,88,3,1.4883,-0.38257,-1.5728
2,88,3,1.4883,-0.38257,-1.5728
3,88,3,1.4883,-0.38257,-1.5728
3,88,3,1.4786,-0.38257,-1.5819
4,88,3,1.4786,-0.38257,-1.5819
4,88,3,1.4786,-0.38257,-1.5819
0,89,3,0.23781,1.5211,-1.57
0,89,3,0.23781,1.5211,-1.57
1,89,3,0.23781,1.5211,-1.57
1,89,3,0.24889,1.5113,-1.5777
2,89,3,0.24889,1.5113,-1.5777
2,89,3,0.24889,1.5113,-1.5777
3,89,3,0.24889,1.5113,-1.5777
3,89,3,0.26823,1.5113,-1.5745
4,89,3,0.26823,1.5113,-1.5745
4,89,3,0.26823,1.5113,-1.5745
0,90,3,-0.86424,1.9992,0.30261
0,90,3,-0.86424,1.9992,0.30261
1,90,3,-0.86424,1.9992,0.30261
1,90,3,-0.85267,2.0061,0.28924
2,90,3,-0.85267,2.0061,0.28924
2,90,3,-0.85267,2.0061,0.28924
3,90,3,-0.85267,2.0061,0.28924
3,90,3,-0.85267,2.0061,0.28924
4,90,3,-0.85267,2.0061,0.28924
4,90,3,-0.85267,2.0061,0.28924
0,91,3,0.08583,-0.44881,2.1509
0,91,3,0.08583,-0.44881,2.1509
1,91,3,0.08583,-0.44881,2.1509
1,91,3,0.059272,-0.4752,2.1461
2,91,3,0.059272,-0.4752,2.1461
2,91,3,0.059272,-0.4752,2.1461
3,91,3,0.059272,-0.4752,2.1461
3,91,3,0.072537,-0.46201,2.1486
4,91,3,0.072537,-0.46201,2.1486
4,91,3,0.072537,-0.46201,2.1486
0,92,3,0.03325,-0.36928,2.1674
0,92,3,0.03325,-0.36928,2.1674
1,92,3,0.03325,-0.36928,2.1674
1,92,3,0.073061,-0.38257,2.1641
2,92,3,0.073061,-0.38257,2.1641
2,92,3,0.073061,-0.38257,2.1641
3,92,3,0.073061,-0.38257,2.1641
3,92,3,0.11288,-0.38257,2.1624
4,92,3,0.11288,-0.38257,2.1624
4,92,3,0.11288,-0.38257,2.1624
0,93,3,-0.69244,-1.3045,1.6291
0,93,3,-0.69244,-1.3045,1.6291
1,93,3,-0.69244,-1.3045,1.6291
1,93,3,-0.72554,-1.3261,1.597
2,93,3,-0.72554,-1.3261,1.597
2,93,3,-0.72554,-1.3261,1.597
3,93,3,-0.72554,-1.3261,1.597
3,93,3,-0.73532,-1.3261,1.5925
4,93,3,-0.73532,-1.3261,1.5925
4,93,3,-0.73532,-1.3261,1.5925
0,94,3,0.22699,1.7951,-1.2495
0,94,3,0.22699,1.7951,-1.2495
1,94,3,0.22699,1.7951,-1.2495
1,94,3,0.23597,1.7783,-1.2717
2,94,3,0.23597,1.7783,-1.2717
2,94,3,0.23597,1.7783,-1.2717
3,94,3,0.23597,1.7783,-1.2717
3,94,3,0.23597,1.7783,-1.2717
4,94,3,0.23597,1.7783,-1.2717
4,94,3,0.23597,1.7783,-1.2717
0,95,3,-1.7627,0.90955,0.94913
0,95,3,-1.7627,0.90955,0.94913
1,95,3,-1.7627,0.90955,0.94913
1,95,3,-1.7627,0.90955,0.94913
0,96,3,-0.85307,-0.46201,1.9733
0,96,3,-0.85307,-0.46201,1.9733
1,96,3,-0.85307,-0.46201,1.9733
1,96,3,-0.85307,-0.46201,1.9733
0,97,3,-0.91557,1.3261,1.4961
0,97,3,-0.91557,1.3261,1.4961
1,97,3,-0.91557,1.3261,1.4961
1,97,3,-0.92042,1.3368,1.4835
0,98,3,-0.61192,1.4106,1.572
0,98,3,-0.61192,1.4106,1.572
1,98,3,-0.61192,1.4106,1.572
1,98,3,-0.60226,1.4106,1.5757
0,99,3,0.22853,1.6448,-1.4414
0,99,3,0.22853,1.6448,-1.4414
1,99,3,0.22853,1.6448,-1.4414
1,99,3,0.24603,1.6243,-1.4616
2,99,3,0.24603,1.6243,-1.4616
2,99,3,0.24603,1.6243,-1.4616
3,99,3,0.24603,1.6243,-1.4616
3,99,3,0.26449,1.6122,-1.4717
4,99,3,0.26449,1.6122,-1.4717
4,99,3,0.26449,1.6122,-1.4717
0,100,3,-1.9208,1.0067,-0.36372
0,100,3,-1.9208,1.0067,-0.36372
1,100,3,-1.9208,1.0067,-0.36372
1,100,3,-1.9251,1.0067,-0.34013
2,100,3,-1.9251,1.0067,-0.34013
2,100,3,-1.9251,1.0067,-0.34013
3,100,3,-1.9251,1.0067,-0.34013
3,100,3,-1.9312,0.99467,-0.34119
4,100,3,-1.9312,0.99467,-0.34119
4,100,3,-1.9312,0.99467,-0.34119
0,101,3,-0.48123,2.0544,-0.61891
0,101,3,-0.48123,2.0544,-0.61891
1,101,3,-0.48123,2.0544,-0.61891
1,101,3,-0.48209,2.058,-0.60595
2,101,3,-0.48209,2.058,-0.60595
2,101,3,-0.48209,2.058,-0.60595
3,101,3,-0.48209,2.058,-0.60595
3,101,3,-0.52254,2.0593,-0.56694
4,101,3,-0.52254,2.0593,-0.56694
4,101,3,-0.52254,2.0593,-0.56694
0,102,3,-0.71199,1.1935,1.7041
0,102,3,-0.71199,1.1935,1.7041
1,102,3,-0.71199,1.1935,1.7041
1,102,3,-0.70629,1.216,1.6904
2,102,3,-0.70629,1.216,1.6904
2,102,3,-0.70629,1.216,1.6904
3,102,3,-0.70629,1.216,1.6904
3,102,3,-0.70777,1.2495,1.6652
4,102,3,-0.70777,1.2495,1.6652
4,102,3,-0.70777,1.2495,1.6652
0,103,3,-1.0883,-0.63185,1.8032
0,103,3,-1.0883,-0.63185,1.8032
1,103,3,-1.0883,-0.63185,1.8032
1,103,3,-1.0752,-0.64476,1.8065
2,103,3,-1.0752,-0.64476,1.8065
2,103,3,-1.0752,-0.64476,1.8065
3,103,3,-1.0752,-0.64476,1.8065
3,103,3,-1.0661,-0.63185,1.8164
4,103,3,-1.0661,-0.63185,1.8164
4,103,3,-1.0661,-0.63185,1.8164
0,104,3,-0.76041,-1.1247,1.7298
0,104,3,-0.76041,-1.1247,1.7298
1,104,3,-0.76041,-1.1247,1.7298
1,104,3,-0.76861,-1.0897,1.7484
2,104,3,-0.76861,-1.0897,1.7484
2,104,3,-0.76861,-1.0897,1.7484
3,104,3,-0.76861,-1.0897,1.7484
3,104,3,-0.7659,-1.1014,1.7423
4,104,3,-0.7659,-1.1014,1.7423
4,104,3,-0.7659,-1.1014,1.7423
0,105,3,-0.90723,1.8734,-0.70894
0,105,3,-0.90723,1.8734,-0.70894
1,105,3,-0.90723,1.8734,-0.70894
1,105,3,-0.91095,1.8811,-0.68334
2,105,3,-0.91095,1.8811,-0.68334
2,105,3,-0.91095,1.8811,-0.68334
3,105,3,-0.91095,1.8811,-0.68334
3,105,3,-0.89939,1.8866,-0.68334
4,105,3,-0.89939,1.8866,-0.68334
4,105,3,-0.89939,1.8866,-0.68334
0,106,3,-0.73412,1.4616,1.4696
0,106,3,-0.73412,1.4616,1.4696
1,106,3,-0.73412,1.4616,1.4696
1,106,3,-0.75619,1.4515,1.4685
2,106,3,-0.75619,1.4515,1.4685
2,106,3,-0.75619,1.4515,1.4685
3,106,3,-0.75619,1.4515,1.4685
3,106,3,-0.72903,1.4515,1.4821
4,106,3,-0.72903,1.4515,1.4821
4,106,3,-0.72903,1.4515,1.4821
0,107,3,1.1033,1.803,0.60595
0,107,3,1.1033,1.803,0.60595
1,107,3,1.1033,1.803,0.60595
1,107,3,1.0772,1.8098,0.63185
2,107,3,1.0772,1.8098,0.63185
2,107,3,1.0772,1.8098,0.63185
3,107,3,1.0772,1.8098,0.63185
3,107,3,1.0641,1.813,0.64476
4,107,3,1.0641,1.813,0.64476
4,107,3,1.0641,1.813,0.64476
0,108,3,1.0165,1.9447,0.14157
0,108,3,1.0165,1.9447,0.14157
1,108,3,1.0165,1.9447,0.14157
1,108,3,1.0403,1.932,0.14157
0,109,3,-0.67062,0.42237,2.0511
0,109,3,-0.67062,0.42237,2.0511
1,109,3,-0.67062,0.42237,2.0511
1,109,3,-0.67141,0.40912,2.0535
2,109,3,-0.67141,0.40912,2.0535
2,109,3,-0.67141,0.40912,2.0535
3,109,3,-0.67141,0.40912,2.0535
3,109,3,-0.67062,0.42237,2.0511
4,109,3,-0.67062,0.42237,2.0511
4,109,3,-0.67062,0.42237,2.0511
0,110,3,-1.2624,1.7131,0.5539
0,110,3,-1.2624,1.7131,0.5539
1,110,3,-1.2624,1.7131,0.5539
1,110,3,-1.2997,1.6974,0.51463
0,111,3,-0.26423,2.0895,-0.63185
0,111,3,-0.26423,2.0895,-0.63185
1,111,3,-0.26423,2.0895,-0.63185
1,111,3,-0.27755,2.0917,-0.61891
2,111,3,-0.27755,2.0917,-0.61891
2,111,3,-0.27755,2.0917,-0.61891
3,111,3,-0.27755,2.0917,-0.61891
3,111,3,-0.28985,2.0861,-0.63185
4,111,3,-0.28985,2.0861,-0.63185
4,111,3,-0.28985,2.0861,-0.63185
0,112,3,-1.0294,1.884,-0.4752
0,112,3,-1.0294,1.884,-0.4752
1,112,3,-1.0294,1.884,-0.4752
1,112,3,-1.0294,1.884,-0.4752
2,112,3,-1.0294,1.884,-0.4752
2,112,3,-1.0294,1.884,-0.4752
3,112,3,-1.0294,1.884,-0.4752
3,112,3,-1.0294,1.884,-0.4752
4,112,3,-1.0294,1.884,-0.4752
4,112,3,-1.0294,1.884,-0.4752
0,113,3,-0.63106,2.0134,0.61891
0,113,3,-0.63106,2.0134,0.61891
1,113,3,-0.63106,2.0134,0.61891
1,113,3,-0.64455,2.0131,0.60595
2,113,3,-0.64455,2.0131,0.60595
2,113,3,-0.64455,2.0131,0.60595
3,113,3,-0.64455,2.0131,0.60595
3,113,3,-0.64567,2.0166,0.59297
4,113,3,-0.64567,2.0166,0.59297
4,113,3,-0.64567,2.0166,0.59297
0,114,3,-1.8741,1.1014,-0.33112
0,114,3,-1.8741,1.1014,-0.33112
1,114,3,-1.8741,1.1014,-0.33112
1,114,3,-1.8787,1.0897,-0.34383
0,115,3,-0.97141,1.8309,0.73443
0,115,3,-0.97141,1.8309,0.73443
1,115,3,-0.97141,1.8309,0.73443
1,115,3,-0.95092,1.8466,0.7217
2,115,3,-0.95092,1.8466,0.7217
2,115,3,-0.95092,1.8466,0.7217
3,115,3,-0.95092,1.8466,0.7217
3,115,3,-0.96491,1.8186,0.77246
4,115,3,-0.96491,1.8186,0.77246
4,115,3,-0.96491,1.8186,0.77246
0,116,3,-0.83588,-1.0306,1.7534
0,116,3,-0.83588,-1.0306,1.7534
1,116,3,-0.83588,-1.0306,1.7534
1,116,3,-0.8439,-0.99467,1.7702
0,117,3,0.56473,-2.0166,-0.67051
0,117,3,0.56473,-2.0166,-0.67051
1,117,3,0.56473,-2.0166,-0.67051
1,117,3,0.56473,-2.0166,-0.67051
0,118,3,0.043897,0.81022,-2.0437
0,118,3,0.043897,0.81022,-2.0437
1,118,3,0.043897,0.81022,-2.0437
1,118,3,0.043897,0.81022,-2.0437
2,118,3,0.043897,0.81022,-2.0437
2,118,3,0.043897,0.81022,-2.0437
3,118,3,0.043897,0.81022,-2.0437
3,118,3,0.056298,0.82275,-2.0384
4,118,3,0.056298,0.82275,-2.0384
4,118,3,0.056298,0.82275,-2.0384
0,119,3,0.20836,1.2048,-1.8276
0,119,3,0.20836,1.2048,-1.8276
1,119,3,0.20836,1.2048,-1.8276
1,119,3,0.19714,1.2048,-1.8289
0,120,3,-1.8885,0.9584,0.59189
0,120,3,-1.8885,0.9584,0.59189
1,120,3,-1.8885,0.9584,0.59189
1,120,3,-1.8851,0.99467,0.54041
2,120,3,-1.8851,0.99467,0.54041
2,120,3,-1.8851,0.99467,0.54041
3,120,3,-1.8851,0.99467,0.54041
3,120,3,-1.8876,0.98262,0.55368
4,120,3,-1.8876,0.98262,0.55368
4,120,3,-1.8876,0.98262,0.55368
0,121,3,-0.5365,1.9621,0.83524
0,121,3,-0.5365,1.9621,0.83524
1,121,3,-0.5365,1.9621,0.83524
1,121,3,-0.54853,1.9587,0.83524
2,121,3,-0.54853,1.9587,0.83524
2,121,3,-0.54853,1.9587,0.83524
3,121,3,-0.54853,1.9587,0.83524
3,121,3,-0.56054,1.9553,0.83524
4,121,3,-0.56054,1.9553,0.83524
4,121,3,-0.56054,1.9553,0.83524
0,122,3,1.2242,1.82,0.15503
0,122,3,1.2242,1.82,0.15503
1,122,3,1.2242,1.82,0.15503
1,122,3,1.2,1.8322,0.19538
2,122,3,1.2,1.8322,0.19538
2,122,3,1.2,1.8322,0.19538
3,122,3,1.2,1.8322,0.19538
3,122,3,1.1426,1.8671,0.20882
4,122,3,1.1426,1.8671,0.20882
4,122,3,1.1426,1.8671,0.20882
0,123,3,-0.93468,1.9606,0.34265
0,123,3,-0.93468,1.9606,0.34265
1,123,3,-0.93468,1.9606,0.34265
1,123,3,-0.90872,1.968,0.36928
2,123,3,-0.90872,1.968,0.36928
2,123,3,-0.90872,1.968,0.36928
3,123,3,-0.90872,1.968,0.36928
3,123,3,-0.89844,1.9775,0.34265
4,123,3,-0.89844,1.9775,0.34265
4,123,3,-0.89844,1.9775,0.34265
0,124,3,-0.57502,-1.8749,0.99467
0,124,3,-0.57502,-1.8749,0.99467
1,124,3,-0.57502,-1.8749,0.99467
1,124,3,-0.58468,-1.8654,1.0067
2,124,3,-0.58468,-1.8654,1.0067
2,124,3,-0.58468,-1.8654,1.0067
3,124,3,-0.58468,-1.8654,1.0067
3,124,3,-0.58282,-1.8595,1.0187
4,124,3,-0.58282,-1.8595,1.0187
4,124,3,-0.58282,-1.8595,1.0187
0,125,3,-0.79259,1.7734,1.0306
0,125,3,-0.79259,1.7734,1.0306
1,125,3,-0.79259,1.7734,1.0306
1,125,3,-0.76228,1.7934,1.0187
2,125,3,-0.76228,1.7934,1.0187
2,125,3,-0.76228,1.7934,1.0187
3,125,3,-0.76228,1.7934,1.0187
3,125,3,-0.75126,1.7981,1.0187
4,125,3,-0.75126,1.7981,1.0187
4,125,3,-0.75126,1.7981,1.0187
0,126,3,1.1473,1.8749,0.060708
0,126,3,1.1473,1.8749,0.060708
1,126,3,1.1473,1.8749,0.060708
1,126,3,1.101,1.9024,0.060708
2,126,3,1.101,1.9024,0.060708
2,126,3,1.101,1.9024,0.060708
3,126,3,1.101,1.9024,0.060708
3,126,3,1.0656,1.922,0.074193
4,126,3,1.0656,1.922,0.074193
4,126,3,1.0656,1.922,0.074193
0,127,3,-1.0529,-0.56694,1.8453
0,127,3,-1.0529,-0.56694,1.8453
1,127,3,-1.0529,-0.56694,1.8453
1,127,3,-1.0398,-0.57997,1.8487
2,127,3,-1.0398,-0.57997,1.8487
2,127,3,-1.0398,-0.57997,1.8487
3,127,3,-1.0398,-0.57997,1.8487
3,127,3,-1.0511,-0.57997,1.8423
4,127,3,-1.0511,-0.57997,1.8423
4,127,3,-1.0511,-0.57997,1.8423
0,128,3,1.0805,1.841,0.52774
0,128,3,1.0805,1.841,0.52774
1,128,3,1.0805,1.841,0.52774
1,128,3,1.0934,1.837,0.51463
2,128,3,1.0934,1.837,0.51463
2,128,3,1.0934,1.837,0.51463
3,128,3,1.0934,1.837,0.51463
3,128,3,1.0692,1.8475,0.52774
4,128,3,1.0692,1.8475,0.52774
4,128,3,1.0692,1.8475,0.52774
0,129,3,1.0304,1.942,0.047219
0,129,3,1.0304,1.942,0.047219
1,129,3,1.0304,1.942,0.047219
1,129,3,0.99463,1.961,0.020238
2,129,3,0.99463,1.961,0.020238
2,129,3,0.99463,1.961,0.020238
3,129,3,0.99463,1.961,0.020238
3,129,3,0.94603,1.9844,0.047219
4,129,3,0.94603,1.9844,0.047219
4,129,3,0.94603,1.9844,0.047219
0,130,3,-0.54212,1.4515,1.5602
0,130,3,-0.54212,1.4515,1.5602
1,130,3,-0.54212,1.4515,1.5602
1,130,3,-0.5201,1.4616,1.5583
0,131,3,-1.2335,1.6109,0.84771
0,131,3,-1.2335,1.6109,0.84771
1,131,3,-1.2335,1.6109,0.84771
1,131,3,-1.2136,1.6259,0.84771
2,131,3,-1.2136,1.6259,0.84771
2,131,3,-1.2136,1.6259,0.84771
3,131,3,-1.2136,1.6259,0.84771
3,131,3,-1.1842,1.6278,0.88491
4,131,3,-1.1842,1.6278,0.88491
4,131,3,-1.1842,1.6278,0.88491
0,132,3,0.66896,0.44881,2.046
0,132,3,0.66896,0.44881,2.046
1,132,3,0.66896,0.44881,2.046
1,132,3,0.66896,0.44881,2.046
0,133,3,0.018769,2.0391,-0.82275
0,133,3,0.018769,2.0391,-0.82275
1,133,3,0.018769,2.0391,-0.82275
1,133,3,0.031042,2.0234,-0.86014
2,133,3,0.031042,2.0234,-0.86014
2,133,3,0.031042,2.0234,-0.86014
3,133,3,0.031042,2.0234,-0.86014
3,133,3,0.031357,2.0439,-0.81022
4,133,3,0.031357,2.0439,-0.81022
4,133,3,0.031357,2.0439,-0.81022
0,134,3,0.16263,1.7048,-1.3793
0,134,3,0.16263,1.7048,-1.3793
1,134,3,0.16263,1.7048,-1.3793
1,134,3,0.16263,1.7048,-1.3793
2,134,3,0.16263,1.7048,-1.3793
2,134,3,0.16263,1.7048,-1.3793
3,134,3,0.16263,1.7048,-1.3793
3,134,3,0.18171,1.6857,-1.4002
4,134,3,0.18171,1.6857,-1.4002
4,134,3,0.18171,1.6857,-1.4002
0,135,3,0.96846,1.9094,0.50151
0,135,3,0.96846,1.9094,0.50151
1,135,3,0.96846,1.9094,0.50151
1,135,3,0.97873,1.9006,0.51463
2,135,3,0.97873,1.9006,0.51463
2,135,3,0.97873,1.9006,0.51463
3,135,3,0.97873,1.9006,0.51463
3,135,3,0.95533,1.9125,0.51463
4,135,3,0.95533,1.9125,0.51463
4,135,3,0.95533,1.9125,0.51463
0,136,3,-1.8005,1.2272,0.29537
0,136,3,-1.8005,1.2272,0.29537
1,136,3,-1.8005,1.2272,0.29537
1,136,3,-1.7948,1.2384,0.28314
2,136,3,-1.7948,1.2384,0.28314
2,136,3,-1.7948,1.2384,0.28314
3,136,3,-1.7948,1.2384,0.28314
3,136,3,-1.7855,1.2495,0.29291
4,136,3,-1.7855,1.2495,0.29291
4,136,3,-1.7855,1.2495,0.29291
0,137,3,0.39724,0.74713,-2.0296
0,137,3,0.39724,0.74713,-2.0296
1,137,3,0.39724,0.74713,-2.0296
1,137,3,0.38645,0.7217,-2.0408
0,138,3,-0.56758,1.3581,1.6335
0,138,3,-0.56758,1.3581,1.6335
1,138,3,-0.56758,1.3581,1.6335
1,138,3,-0.55214,1.3793,1.6211
0,139,3,-1.0844,1.4616,1.234
0,139,3,-1.0844,1.4616,1.234
1,139,3,-1.0844,1.4616,1.234
1,139,3,-1.0634,1.4717,1.2404
0,140,3,-0.84881,1.7257,1.0662
0,140,3,-0.84881,1.7257,1.0662
1,140,3,-0.84881,1.7257,1.0662
1,140,3,-0.83821,1.7308,1.0662
2,140,3,-0.83821,1.7308,1.0662
2,140,3,-0.83821,1.7308,1.0662
3,140,3,-0.83821,1.7308,1.0662
3,140,3,-0.83821,1.7308,1.0662
4,140,3,-0.83821,1.7308,1.0662
4,140,3,-0.83821,1.7308,1.0662
0,141,3,0.10102,-0.11463,2.1936
0,141,3,0.10102,-0.11463,2.1936
1,141,3,0.10102,-0.11463,2.1936
1,141,3,0.087527,-0.1281,2.1934
2,141,3,0.087527,-0.1281,2.1934
2,141,3,0.087527,-0.1281,2.1934
3,141,3,0.087527,-0.1281,2.1934
3,141,3,0.10098,-0.1281,2.1928
4,141,3,0.10098,-0.1281,2.1928
4,141,3,0.10098,-0.1281,2.1928
0,142,3,0.49386,0.38257,2.1083
0,142,3,0.49386,0.38257,2.1083
1,142,3,0.49386,0.38257,2.1083
1,142,3,0.50732,0.36928,2.1075
2,142,3,0.50732,0.36928,2.1075
2,142,3,0.50732,0.36928,2.1075
3,142,3,0.50732,0.36928,2.1075
3,142,3,0.54659,0.35597,2.0999
4,142,3,0.54659,0.35597,2.0999
4,142,3,0.54659,0.35597,2.0999
0,143,3,-0.88296,1.9435,0.52774
0,143,3,-0.88296,1.9435,0.52774
1,143,3,-0.88296,1.9435,0.52774
1,143,3,-0.85905,1.9541,0.52774
0,144,3,-0.87737,-0.88491,1.8117
