"Cartesian Velocity:0","Cartesian Velocity:1","Cartesian Velocity:2","Spherical Velocity:0","Spherical Velocity:1","Spherical Velocity:2","Pressure","PointID","RegionId","GSV:0","GSV:1","GSV:2","GSV:3","GSV:4","GSV:5","GSV:6","GSV:7","GSV:8","magGSV","magGSV_Order","DescendingManifold","AscendingManifold","MorseSmaleManifold","Points:0","Points:1","Points:2"
799.8,945.65,629.64,462.01,-515.76,-1204.5,6.122e+05,507361,1,11124,-55604,15133,-30705,1.159e+05,-34444,2005.4,-36875,8042.7,1.4295e+05,361541,337,1320,1430,-0.78463,0.39585,2.0156
634.77,1909.3,584.51,648.15,20.243,-1992.3,6.1357e+05,507359,1,1623.7,-55967,11519,-31630,1.4321e+05,-40182,-1122.1,-51998,9809.9,1.7086e+05,363485,337,1320,1430,-0.79698,0.39585,2.0108
647.07,2119.2,561.38,655.44,89.134,-2188,6.1372e+05,507357,1,-7306,-61740,9099.6,3973.3,1.4523e+05,-26561,-5152.6,-58307,9431.6,1.7111e+05,363500,337,1319,1429,-0.80931,0.39585,2.0059
659.19,2151.2,559.31,649.9,77.305,-2224.1,6.1359e+05,507355,1,-8849.9,-76457,11280,10271,1.733e+05,-29476,-5773.5,-64200,10271,2.0327e+05,365051,337,1319,1429,-0.8216,0.39585,2.0009
721.81,2156.5,574.5,635.92,6.3766,-2257.6,6.1332e+05,507353,1,-7623.9,-64254,9437.1,8270.4,1.2363e+05,-20646,-6084.8,-65234,10412,1.5638e+05,362534,337,1319,1429,-0.83386,0.39585,1.9958
764.67,2152.6,601.26,637.6,-56.618,-2273.8,6.1316e+05,507351,1,-9074,-73659,10632,10350,1.448e+05,-23908,-6969.7,-67730,10489,1.7892e+05,363932,337,1319,1429,-0.84609,0.39585,1.9906
835.81,2148.7,634.89,633.83,-145.64,-2301.3,6.1293e+05,507349,1,-8810.1,-66864,9426.3,8344.7,1.1727e+05,-19389,-6992.8,-68260,10621,1.5381e+05,362359,337,1319,1429,-0.85829,0.39585,1.9854
894.12,2147,667.54,633.68,-222.87,-2324.5,6.1276e+05,507347,1,-10460,-84932,12184,12515,1.7377e+05,-28650,-7740.5,-70601,10653,2.0929e+05,365287,337,1319,1429,-0.87045,0.39585,1.9801
957.68,2144.3,703.65,633.54,-306.2,-2348.5,6.126e+05,507345,1,-9839.3,-77640,11020,10580,1.4628e+05,-24109,-7705.9,-71154,10807,1.8324e+05,364133,337,1319,1429,-0.88259,0.39585,1.9747
1025,2146,741.52,633.36,-391.77,-2377.3,6.1244e+05,507343,1,-10186,-78713,11048,10858,1.4737e+05,-24204,-8078,-72460,10882,1.8514e+05,364240,337,1318,1428,-0.89469,0.39585,1.9693
1087.7,2148.7,781.61,636.32,-474.15,-2404.4,6.1231e+05,507341,1,-10613,-79034,10888,10915,1.4809e+05,-24325,-8399.4,-73025,10832,1.8611e+05,364293,337,1318,1428,-0.90675,0.39585,1.9637
1159.6,2153.7,823.41,636.42,-564.15,-2436.8,6.1215e+05,507339,1,-10682,-79343,10893,10975,1.4856e+05,-24394,-8498.7,-73581,10881,1.8686e+05,364333,337,1318,1428,-0.91879,0.39585,1.9581
1228.5,2160.7,866.82,638.61,-651.71,-2469.1,6.1201e+05,507337,1,-11259,-85157,11722,12912,1.6953e+05,-27647,-8907.7,-74808,10875,2.0732e+05,365219,337,1318,1428,-0.93078,0.39585,1.9525
1303.9,2167.3,914.31,640.58,-746.66,-2503.1,6.1186e+05,507335,1,-10058,-67098,8732.5,7362,1.0372e+05,-17209,-8815.4,-74788,11021,1.4691e+05,361853,337,1317,1427,-0.94275,0.39585,1.9467
1375.7,2178.2,959.95,642.17,-836.44,-2539,6.1172e+05,507333,1,-11777,-87502,11867,13634,1.791e+05,-29219,-9370.5,-76333,10903,2.1699e+05,365556,337,1317,1427,-0.95467,0.39585,1.9409
