"Cartesian Velocity:0","Cartesian Velocity:1","Cartesian Velocity:2","Spherical Velocity:0","Spherical Velocity:1","Spherical Velocity:2","Pressure","PointID","RegionId","GSV:0","GSV:1","GSV:2","GSV:3","GSV:4","GSV:5","GSV:6","GSV:7","GSV:8","magGSV","magGSV_Order","DescendingManifold","AscendingManifold","MorseSmaleManifold","Points:0","Points:1","Points:2"
1746.2,-2710.7,279.84,515.97,2965.8,-1188.8,5.7052e+05,564233,1,2.1313e+05,-17136,-14386,35988,52026,-33.042,-25621,8177.2,2042.9,2.2506e+05,365720,356,1296,899,0.14142,-0.10116,2.192
1984.6,-3336.1,55.732,357.06,3625.6,-1341.4,5.6905e+05,565769,1,1.7726e+05,-4610.3,-11677,39256,49352,-109.52,-17888,13283,1830.9,1.8988e+05,364403,356,1296,899,0.14138,-0.11463,2.1914
4222.2,-1653.5,-29.222,344.32,4425.9,924.65,5.6781e+05,564235,1,1.1466e+05,2802.4,-7757.1,78258,58120,-2858.4,-9366.8,-53.951,646.62,1.5104e+05,362169,356,1296,899,0.15487,-0.10116,2.1911
5354.5,-707.85,-191.37,251.8,4951.3,2151.6,5.6603e+05,564237,1,66373,4134.4,-4759.6,1.0672e+05,84972,-4386.3,-4129.6,-2658.3,148.03,1.5198e+05,362234,356,1289,898,0.16831,-0.10116,2.1901
4856.2,-1688.6,-27.021,432.72,4945.3,1338.7,5.6673e+05,565773,1,65122,54777,-1971.8,69377,1.0724e+05,408.45,1034.2,10397,508.22,1.5385e+05,362346,356,1304,901,0.16826,-0.11463,2.1895
2227.3,-3903.1,-204.56,166.75,4273.2,-1396.1,5.6697e+05,567305,1,1.2885e+05,38.71,-8091.7,5469.5,30907,1364.5,-17089,14220,1875.8,1.3473e+05,360967,356,1296,899,0.14133,-0.1281,2.1906
3717.3,-3683,-358.15,142.43,5199.2,-677.68,5.642e+05,567309,1,36573,74011,1510.4,28766,89633,2797.1,-929.99,10407,631.57,1.2568e+05,360205,356,1304,901,0.1682,-0.1281,2.1887
-2210.2,-3991.3,305.47,446.41,1684.2,-4227.6,5.6822e+05,568837,1,1.8087e+05,-51622,-12913,-32448,30724,3566.6,-21495,17994,2317.5,1.9582e+05,364675,356,1303,900,0.11439,-0.14157,2.1914
-403.39,-3838.1,264.65,463.89,2401.2,-2997.1,5.6989e+05,567303,1,1.8939e+05,-54229,-14145,-23648,30466,3112.6,-27330,19746,2769.7,2.0408e+05,365027,356,1303,900,0.12789,-0.1281,2.1914
4145.8,-3325.3,-408.76,129.5,5318.7,-327.87,5.6393e+05,567311,1,26175,81161,2586,35525,1.0992e+05,3246,-3315.9,10602,838.53,1.4408e+05,361665,356,1304,901,0.18163,-0.1281,2.1876
