"Cartesian Velocity:0","Cartesian Velocity:1","Cartesian Velocity:2","Spherical Velocity:0","Spherical Velocity:1","Spherical Velocity:2","Pressure","PointID","RegionId","GSV:0","GSV:1","GSV:2","GSV:3","GSV:4","GSV:5","GSV:6","GSV:7","GSV:8","magGSV","magGSV_Order","DescendingManifold","AscendingManifold","MorseSmaleManifold","Points:0","Points:1","Points:2"
-2315.5,1352.5,38.551,108.83,-286.21,2664.3,5.5944e+05,441933,1,24933,219.75,5480.1,11370,-84103,-38993,8245.6,-24580,-10328,1.0077e+05,357631,418,1192,4260,0.41705,0.94624,-1.9406
-2709.6,1006.9,-143.28,60.711,191.49,2887.2,5.3431e+05,441935,1,21482,-5671.9,1799.8,90867,-1.3795e+05,-48690,23096,-37071,-13330,1.7955e+05,363936,418,1192,4260,0.40513,0.94624,-1.9431
-2265.5,1148.7,33.046,27.757,-123.79,2537.2,5.7431e+05,443395,1,21526,-20624,-5247.5,8398.4,3093.1,3274.4,4018.2,-452.56,626.49,31997,344393,418,1192,4260,0.41826,0.93405,-1.9462
-2482.3,984.26,-76.904,41.164,87.569,2669.7,5.5543e+05,443399,1,11082,-26140,-10259,45100,-40731,-10495,12344,-11972,-3263.2,70858,353642,418,1192,4260,0.39435,0.93405,-1.9512
-3016.5,-1170.2,-566.65,-541.62,2244.3,2336.5,5.0615e+05,441937,1,-58676,47396,11568,1.6927e+05,-2.3657e+05,-81195,39086,-61858,-22314,3.2075e+05,367225,418,1192,4260,0.3932,0.94624,-1.9455
-1732.6,1205.2,-10.034,183.64,-332.13,2076.1,5.7807e+05,444859,1,29864,-48964,-16661,-3459.5,16051,6760,-1607.9,3934.7,1512.4,62471,352123,418,1223,4262,0.41946,0.92181,-1.9518
-2032.7,1024.8,-5.3134,57.675,-100.25,2273.5,5.7614e+05,444861,1,17653,-38153,-14288,11694,4501.3,4556.8,2968.8,569.48,879.46,46467,348895,418,1223,4262,0.40747,0.92181,-1.9543
-2151.7,832.89,-68.33,22.99,104.94,2305.8,5.7616e+05,444863,1,15064,-38880,-15166,10365,6110.2,4992.5,4423.8,132.85,956.62,46467,348896,418,1193,4261,0.39547,0.92181,-1.9568
