"Cartesian Velocity:0","Cartesian Velocity:1","Cartesian Velocity:2","Spherical Velocity:0","Spherical Velocity:1","Spherical Velocity:2","Pressure","PointID","RegionId","GSV:0","GSV:1","GSV:2","GSV:3","GSV:4","GSV:5","GSV:6","GSV:7","GSV:8","magGSV","magGSV_Order","DescendingManifold","AscendingManifold","MorseSmaleManifold","Points:0","Points:1","Points:2"
-1432.6,814.65,797.68,-10.861,-1015.5,1523.4,5.6159e+05,347283,1,-9108.3,-788.27,-2399.4,2396.4,1531.8,2265.3,151.09,2489.7,3094.8,10879,327479,524,867,4494,0.21485,1.699,-1.3793
-1334.3,793.01,801.64,-13.672,-1018.3,1419.4,5.6031e+05,347285,1,-9595.8,-481.58,-2028.3,2066.5,1449.7,2096.8,63.556,2374.8,2936,11021,327891,524,867,4494,0.20442,1.7003,-1.3793
-1394.6,775.87,743.98,-9.2769,-952.46,1480.9,5.6069e+05,348585,1,-8411.1,-377.15,-1759.9,2014.3,1471.1,2103.3,-130.41,2444.4,2957.3,9968.4,324414,524,867,4494,0.21378,1.6906,-1.3897
-1308.5,760.76,754.17,-12.351,-963.11,1389.9,5.6027e+05,348587,1,-8580.7,409.83,-751.61,1450.1,1171.9,1637.2,-545.79,2077.1,2446.3,9545.4,323257,524,867,4494,0.2034,1.6919,-1.3897
-1480.6,797.12,743.14,-8.2506,-952.23,1572.6,5.65e+05,348583,1,-8290.6,-541.67,-2001.1,2284.7,1607.5,2321.4,329.35,2497.9,3085.9,10104,324829,524,867,4494,0.22415,1.6892,-1.3897
-1536.3,778.66,691.03,-8.3653,-889.31,1628.8,5.6474e+05,349877,1,-8366.1,176.69,-1185.3,2254.8,1576.8,2267.6,306.59,2496.4,3045,9986.9,324476,524,867,4494,0.23333,1.6794,-1.4002
-1305.6,734.66,713.42,-12.023,-915.31,1383.9,5.6148e+05,349883,1,-7651.9,1111.5,231.73,1016.7,1078,1443,-1210.1,2052.1,2291.4,8662.8,320042,524,867,4494,0.20238,1.6834,-1.4002
-1630.6,802.69,691.76,-8.6561,-890.01,1729,5.6686e+05,349875,1,-8766.5,188.7,-1296.8,2326,1732.2,2478.6,118.32,2702.1,3256.2,9986.9,324473,524,867,4494,0.24363,1.6779,-1.4002
-1604.6,756.55,631.45,-7.5881,-816.78,1696.6,5.6663e+05,351163,1,-8045.9,248.73,-1094.6,2289.6,1637.3,2335.7,181.3,2621.2,3137.2,9804.1,324002,524,867,4494,0.24239,1.6694,-1.4106
-1316.6,710.26,673.97,-11.925,-868.58,1391.9,5.6147e+05,351171,1,-7392.2,1779.8,1063.3,876.02,954.62,1260.1,-1421,1965.9,2134.2,8523.4,319547,524,867,4494,0.20135,1.6748,-1.4106
-1792.2,791.04,586.71,-4.7974,-764.7,1896.6,5.7117e+05,352437,1,-6599.1,-862.32,-2269.2,3078.4,1503.8,2342.2,1132.5,2233.8,2821,8994.2,321391,524,867,4494,0.27167,1.656,-1.4209
